BillDetailID,OrderDate,CustomerID,ProductID,OrderQty,UnitPrice,LineProfit
123,2019-09-19 00:00:00,418,26,2,4966,1488
124,2016-09-04 00:00:00,209,27,2,8329,170
125,2019-07-12 00:00:00,482,47,3,8102,651
126,2020-05-02 00:00:00,229,42,5,6201,2200
127,2019-07-01 00:00:00,115,17,3,6338,1251
128,2018-10-03 00:00:00,957,32,7,9553,6930
129,2019-09-22 00:00:00,831,42,2,6201,880
130,2019-01-01 00:00:00,809,47,4,8102,868
131,2018-05-30 00:00:00,390,33,4,8656,28
132,2020-04-22 00:00:00,682,46,10,2723,370
133,2019-06-21 00:00:00,490,21,7,1196,3612
134,2019-09-29 00:00:00,629,17,9,6338,3753
135,2020-04-02 00:00:00,903,14,8,8220,192
136,2020-05-08 00:00:00,577,46,4,2723,148
137,2018-11-22 00:00:00,424,50,9,9056,8244
138,2018-07-25 00:00:00,92,16,6,9551,5934
139,2017-08-10 00:00:00,746,13,3,10237,1884
140,2019-04-18 00:00:00,66,40,6,7245,5490
141,2019-08-08 00:00:00,503,21,10,1196,5160
142,2018-12-03 00:00:00,614,21,7,1196,3612
143,2020-07-06 00:00:00,39,22,3,655,612
144,2019-03-17 00:00:00,664,8,2,4074,1942
145,2018-04-07 00:00:00,858,37,5,8918,1790
146,2018-08-03 00:00:00,648,15,9,1118,6444
147,2016-09-12 00:00:00,245,21,5,1196,2580
148,2020-01-06 00:00:00,884,40,10,7245,9150
149,2020-07-28 00:00:00,76,13,8,10237,5024
150,2020-08-19 00:00:00,707,5,10,5857,2240
151,2019-05-13 00:00:00,781,35,4,8211,3136
152,2017-08-22 00:00:00,921,8,8,4074,7768
153,2019-04-03 00:00:00,183,10,7,2863,3416
154,2018-04-28 00:00:00,153,22,8,655,1632
155,2019-12-03 00:00:00,187,5,1,5857,224
156,2019-05-13 00:00:00,304,44,2,3899,88
157,2017-06-01 00:00:00,784,48,1,4856,242
158,2019-02-10 00:00:00,698,23,9,6407,7722
159,2018-09-02 00:00:00,426,12,10,1055,1000
160,2016-09-28 00:00:00,183,39,4,10137,1632
161,2020-08-14 00:00:00,754,6,4,5868,2292
162,2019-10-03 00:00:00,207,22,5,655,1020
163,2017-11-25 00:00:00,712,20,2,4184,930
164,2019-04-26 00:00:00,169,15,4,1118,2864
165,2018-07-22 00:00:00,947,25,10,4460,7770
166,2017-01-23 00:00:00,394,32,5,9553,4950
167,2019-06-30 00:00:00,796,38,6,9265,1698
168,2020-08-07 00:00:00,239,8,8,4074,7768
169,2016-12-26 00:00:00,183,34,7,2235,6174
170,2020-07-20 00:00:00,675,44,3,3899,132
171,2020-07-04 00:00:00,661,30,10,9196,4180
172,2018-02-12 00:00:00,614,27,9,8329,765
173,2019-04-30 00:00:00,815,32,9,9553,8910
174,2017-06-11 00:00:00,157,36,10,4019,2960
175,2019-12-12 00:00:00,194,3,7,2138,2667
176,2020-01-20 00:00:00,587,38,2,9265,566
177,2017-09-24 00:00:00,630,43,2,9442,1838
178,2020-07-06 00:00:00,457,9,4,8971,1432
179,2018-12-11 00:00:00,482,7,8,4009,6496
180,2019-05-25 00:00:00,318,33,3,8656,21
181,2018-08-21 00:00:00,633,2,2,1565,900
182,2018-08-01 00:00:00,583,11,2,4470,324
183,2019-12-01 00:00:00,797,17,6,6338,2502
184,2018-05-18 00:00:00,571,19,4,9122,2432
185,2020-04-14 00:00:00,777,16,3,9551,2967
186,2019-07-17 00:00:00,881,29,2,2312,1230
187,2019-03-20 00:00:00,929,45,8,3550,872
188,2018-03-24 00:00:00,117,41,3,2665,666
189,2019-06-17 00:00:00,642,37,4,8918,1432
190,2018-05-10 00:00:00,344,13,7,10237,4396
191,2019-11-21 00:00:00,998,14,3,8220,72
192,2020-03-05 00:00:00,671,42,1,6201,440
193,2017-05-06 00:00:00,585,35,8,8211,6272
194,2019-07-30 00:00:00,589,17,9,6338,3753
195,2017-01-15 00:00:00,433,16,9,9551,8901
196,2020-05-10 00:00:00,218,5,2,5857,448
197,2020-06-14 00:00:00,980,22,9,655,1836
198,2019-10-23 00:00:00,778,17,8,6338,3336
199,2016-12-14 00:00:00,686,8,3,4074,2913
200,2019-11-04 00:00:00,197,26,3,4966,2232
201,2019-09-14 00:00:00,411,6,5,5868,2865
202,2017-09-29 00:00:00,697,13,2,10237,1256
203,2019-05-05 00:00:00,507,7,6,4009,4872
204,2017-04-10 00:00:00,87,38,1,9265,283
205,2020-05-03 00:00:00,673,44,3,3899,132
206,2018-03-13 00:00:00,162,23,6,6407,5148
207,2019-03-24 00:00:00,192,23,7,6407,6006
208,2020-09-02 00:00:00,909,50,3,9056,2748
209,2018-07-08 00:00:00,988,21,8,1196,4128
210,2017-10-20 00:00:00,478,32,3,9553,2970
211,2017-01-10 00:00:00,573,4,4,2778,3248
212,2017-08-30 00:00:00,804,27,3,8329,255
213,2017-08-27 00:00:00,830,22,8,655,1632
214,2017-12-19 00:00:00,821,47,5,8102,1085
215,2020-07-01 00:00:00,789,7,3,4009,2436
216,2019-07-01 00:00:00,858,41,7,2665,1554
217,2020-05-06 00:00:00,867,40,8,7245,7320
218,2020-03-16 00:00:00,260,3,7,2138,2667
219,2017-02-22 00:00:00,347,20,2,4184,930
220,2018-05-22 00:00:00,585,37,6,8918,2148
221,2017-05-11 00:00:00,183,33,8,8656,56
222,2018-03-08 00:00:00,956,31,2,4203,1862
223,2017-04-12 00:00:00,143,46,1,2723,37
224,2017-06-27 00:00:00,307,39,3,10137,1224
225,2020-06-21 00:00:00,56,48,9,4856,2178
226,2019-05-02 00:00:00,310,17,10,6338,4170
227,2020-03-14 00:00:00,367,50,5,9056,4580
228,2017-07-28 00:00:00,591,26,4,4966,2976
229,2019-10-09 00:00:00,922,41,9,2665,1998
230,2018-02-28 00:00:00,375,7,10,4009,8120
231,2020-05-16 00:00:00,817,25,5,4460,3885
232,2019-04-05 00:00:00,40,25,2,4460,1554
233,2020-01-06 00:00:00,422,9,6,8971,2148
234,2019-01-22 00:00:00,911,11,3,4470,486
235,2016-10-30 00:00:00,333,26,10,4966,7440
236,2019-12-26 00:00:00,296,31,9,4203,8379
237,2020-08-26 00:00:00,939,21,4,1196,2064
238,2019-04-03 00:00:00,830,32,4,9553,3960
239,2020-06-04 00:00:00,38,9,9,8971,3222
240,2017-08-17 00:00:00,936,34,6,2235,5292
241,2018-09-16 00:00:00,18,42,6,6201,2640
242,2018-03-15 00:00:00,940,3,7,2138,2667
243,2020-06-05 00:00:00,36,10,4,2863,1952
244,2017-01-15 00:00:00,546,37,2,8918,716
245,2020-05-16 00:00:00,777,24,5,10030,3180
246,2019-03-22 00:00:00,114,35,9,8211,7056
247,2017-09-09 00:00:00,5,4,8,2778,6496
248,2018-04-21 00:00:00,580,24,4,10030,2544
249,2018-09-10 00:00:00,330,24,9,10030,5724
250,2017-01-23 00:00:00,847,37,5,8918,1790
251,2017-12-12 00:00:00,129,47,4,8102,868
252,2019-02-10 00:00:00,418,23,7,6407,6006
253,2017-05-08 00:00:00,933,4,9,2778,7308
254,2019-10-08 00:00:00,888,38,4,9265,1132
255,2018-12-01 00:00:00,925,20,9,4184,4185
256,2017-08-31 00:00:00,530,40,9,7245,8235
257,2017-08-06 00:00:00,907,2,4,1565,1800
258,2017-07-21 00:00:00,884,22,10,655,2040
259,2017-01-29 00:00:00,823,9,8,8971,2864
260,2019-12-01 00:00:00,672,19,2,9122,1216
261,2019-09-26 00:00:00,895,15,6,1118,4296
262,2018-02-03 00:00:00,50,10,7,2863,3416
263,2019-02-10 00:00:00,781,37,5,8918,1790
264,2018-02-08 00:00:00,700,10,7,2863,3416
265,2019-03-10 00:00:00,684,37,9,8918,3222
266,2018-09-15 00:00:00,100,32,6,9553,5940
267,2018-04-25 00:00:00,51,12,3,1055,300
268,2019-09-25 00:00:00,296,17,1,6338,417
269,2019-04-14 00:00:00,496,20,3,4184,1395
270,2019-08-07 00:00:00,852,4,3,2778,2436
271,2019-09-04 00:00:00,613,50,6,9056,5496
272,2018-02-22 00:00:00,252,11,1,4470,162
273,2019-07-04 00:00:00,38,15,7,1118,5012
274,2020-05-22 00:00:00,809,21,3,1196,1548
275,2018-10-21 00:00:00,603,35,3,8211,2352
276,2018-08-14 00:00:00,453,1,9,4041,7227
277,2020-01-16 00:00:00,100,32,4,9553,3960
278,2017-11-20 00:00:00,309,50,5,9056,4580
279,2019-03-18 00:00:00,423,23,8,6407,6864
280,2018-07-29 00:00:00,305,10,5,2863,2440
281,2020-08-24 00:00:00,608,25,5,4460,3885
282,2019-12-23 00:00:00,545,26,5,4966,3720
283,2019-03-03 00:00:00,974,27,2,8329,170
284,2020-04-24 00:00:00,280,40,10,7245,9150
285,2018-08-16 00:00:00,876,31,5,4203,4655
286,2019-04-27 00:00:00,368,42,5,6201,2200
287,2019-05-22 00:00:00,991,42,9,6201,3960
288,2020-07-11 00:00:00,766,43,8,9442,7352
289,2017-12-29 00:00:00,918,17,1,6338,417
290,2017-10-20 00:00:00,853,50,4,9056,3664
291,2016-12-09 00:00:00,673,38,5,9265,1415
292,2020-08-15 00:00:00,33,26,6,4966,4464
293,2017-06-15 00:00:00,894,14,3,8220,72
294,2018-01-18 00:00:00,403,45,10,3550,1090
295,2018-11-20 00:00:00,416,2,7,1565,3150
296,2017-07-07 00:00:00,186,48,2,4856,484
297,2017-08-10 00:00:00,42,44,5,3899,220
298,2019-11-16 00:00:00,956,46,3,2723,111
299,2017-08-02 00:00:00,915,27,6,8329,510
300,2019-06-01 00:00:00,677,1,3,4041,2409
301,2017-11-29 00:00:00,926,24,4,10030,2544
302,2017-08-16 00:00:00,328,10,5,2863,2440
303,2019-07-01 00:00:00,755,11,9,4470,1458
304,2019-08-09 00:00:00,107,14,8,8220,192
305,2016-09-28 00:00:00,544,17,5,6338,2085
306,2017-01-15 00:00:00,627,42,3,6201,1320
307,2018-03-12 00:00:00,748,3,1,2138,381
308,2019-03-13 00:00:00,483,28,7,919,4214
309,2017-09-20 00:00:00,73,1,7,4041,5621
310,2018-01-06 00:00:00,694,42,9,6201,3960
311,2019-04-17 00:00:00,75,30,2,9196,836
312,2018-08-28 00:00:00,147,47,9,8102,1953
313,2018-10-21 00:00:00,110,48,3,4856,726
314,2017-05-23 00:00:00,436,45,7,3550,763
315,2016-09-21 00:00:00,273,37,9,8918,3222
316,2017-01-01 00:00:00,124,47,2,8102,434
317,2020-06-08 00:00:00,611,23,1,6407,858
318,2018-01-12 00:00:00,17,7,8,4009,6496
319,2018-09-09 00:00:00,796,26,2,4966,1488
320,2016-12-07 00:00:00,960,29,2,2312,1230
321,2017-09-28 00:00:00,154,42,4,6201,1760
322,2019-02-21 00:00:00,75,6,2,5868,1146
323,2019-01-20 00:00:00,913,38,4,9265,1132
324,2017-12-26 00:00:00,337,4,9,2778,7308
325,2017-08-04 00:00:00,56,14,9,8220,216
326,2017-07-20 00:00:00,749,43,6,9442,5514
327,2017-03-26 00:00:00,996,16,1,9551,989
328,2020-06-27 00:00:00,281,32,1,9553,990
329,2019-10-27 00:00:00,311,3,2,2138,762
330,2018-03-30 00:00:00,801,16,1,9551,989
331,2016-12-13 00:00:00,511,27,3,8329,255
332,2017-08-29 00:00:00,59,35,7,8211,5488
333,2018-02-05 00:00:00,736,18,9,5999,90
334,2018-04-04 00:00:00,655,10,8,2863,3904
335,2020-05-31 00:00:00,874,19,8,9122,4864
336,2018-08-29 00:00:00,822,2,5,1565,2250
337,2019-08-05 00:00:00,637,29,6,2312,3690
338,2017-09-11 00:00:00,710,37,3,8918,1074
339,2019-02-20 00:00:00,615,19,7,9122,4256
340,2019-11-14 00:00:00,276,9,9,8971,3222
341,2019-04-11 00:00:00,215,43,7,9442,6433
342,2018-04-20 00:00:00,998,29,7,2312,4305
343,2018-09-25 00:00:00,583,6,8,5868,4584
344,2016-12-01 00:00:00,557,17,9,6338,3753
345,2019-02-12 00:00:00,42,23,1,6407,858
346,2019-12-29 00:00:00,583,49,10,348,2430
347,2018-03-24 00:00:00,443,18,10,5999,100
348,2020-01-16 00:00:00,975,41,8,2665,1776
349,2020-02-07 00:00:00,659,48,10,4856,2420
350,2017-07-05 00:00:00,970,18,8,5999,80
351,2017-12-31 00:00:00,443,29,8,2312,4920
352,2019-10-19 00:00:00,903,35,8,8211,6272
353,2018-10-27 00:00:00,795,18,10,5999,100
354,2018-02-25 00:00:00,197,48,1,4856,242
355,2017-01-18 00:00:00,10,31,9,4203,8379
356,2018-05-05 00:00:00,357,5,6,5857,1344
357,2018-09-30 00:00:00,516,48,1,4856,242
358,2018-11-04 00:00:00,250,42,4,6201,1760
359,2018-02-25 00:00:00,429,42,6,6201,2640
360,2019-04-27 00:00:00,898,27,9,8329,765
361,2019-05-17 00:00:00,417,33,8,8656,56
362,2019-05-12 00:00:00,784,4,7,2778,5684
363,2019-05-27 00:00:00,857,31,5,4203,4655
364,2017-01-22 00:00:00,138,24,4,10030,2544
365,2017-04-13 00:00:00,196,32,7,9553,6930
366,2020-06-22 00:00:00,9,38,6,9265,1698
367,2018-03-11 00:00:00,516,39,5,10137,2040
368,2018-08-21 00:00:00,403,46,1,2723,37
369,2018-12-23 00:00:00,575,39,7,10137,2856
370,2017-01-29 00:00:00,330,8,2,4074,1942
371,2019-04-24 00:00:00,433,39,7,10137,2856
372,2020-02-27 00:00:00,341,29,1,2312,615
373,2019-02-09 00:00:00,296,46,9,2723,333
374,2019-02-28 00:00:00,79,38,1,9265,283
375,2020-01-17 00:00:00,527,47,8,8102,1736
376,2019-06-25 00:00:00,662,28,1,919,602
377,2018-01-01 00:00:00,92,31,4,4203,3724
378,2018-07-01 00:00:00,934,23,3,6407,2574
379,2019-04-21 00:00:00,23,31,7,4203,6517
380,2017-04-03 00:00:00,755,43,2,9442,1838
381,2018-06-10 00:00:00,838,17,7,6338,2919
382,2017-07-28 00:00:00,874,46,10,2723,370
383,2018-12-16 00:00:00,904,38,4,9265,1132
384,2019-08-07 00:00:00,244,6,8,5868,4584
385,2017-12-16 00:00:00,378,19,1,9122,608
386,2017-10-01 00:00:00,981,9,8,8971,2864
387,2018-11-06 00:00:00,784,7,8,4009,6496
388,2018-07-09 00:00:00,267,18,6,5999,60
389,2018-08-28 00:00:00,639,20,8,4184,3720
390,2018-12-09 00:00:00,165,39,7,10137,2856
391,2017-06-19 00:00:00,527,21,1,1196,516
392,2017-06-07 00:00:00,766,43,4,9442,3676
393,2018-05-31 00:00:00,375,5,6,5857,1344
394,2018-03-15 00:00:00,121,31,2,4203,1862
395,2018-12-21 00:00:00,916,11,6,4470,972
396,2018-11-06 00:00:00,254,46,4,2723,148
397,2020-05-10 00:00:00,424,42,9,6201,3960
398,2016-11-29 00:00:00,608,7,6,4009,4872
399,2017-12-26 00:00:00,464,44,9,3899,396
400,2017-03-12 00:00:00,921,49,3,348,729
401,2020-03-13 00:00:00,561,2,10,1565,4500
402,2017-04-13 00:00:00,738,43,6,9442,5514
403,2019-02-25 00:00:00,376,41,7,2665,1554
404,2017-12-02 00:00:00,422,43,2,9442,1838
405,2017-08-01 00:00:00,980,41,5,2665,1110
406,2020-08-31 00:00:00,942,41,5,2665,1110
407,2020-02-29 00:00:00,847,28,8,919,4816
408,2020-09-01 00:00:00,388,30,10,9196,4180
409,2020-04-09 00:00:00,453,42,9,6201,3960
410,2017-07-29 00:00:00,174,18,4,5999,40
411,2019-09-02 00:00:00,539,29,10,2312,6150
412,2020-08-06 00:00:00,159,9,8,8971,2864
413,2017-04-10 00:00:00,471,34,4,2235,3528
414,2018-01-26 00:00:00,707,45,4,3550,436
415,2019-11-03 00:00:00,793,29,5,2312,3075
416,2017-10-18 00:00:00,266,37,9,8918,3222
417,2019-06-20 00:00:00,490,19,4,9122,2432
418,2020-02-23 00:00:00,124,26,3,4966,2232
419,2019-03-13 00:00:00,925,33,2,8656,14
420,2019-12-28 00:00:00,37,7,2,4009,1624
421,2018-07-10 00:00:00,901,32,10,9553,9900
422,2018-11-16 00:00:00,350,1,8,4041,6424
423,2017-09-21 00:00:00,612,48,2,4856,484
424,2020-02-13 00:00:00,269,26,1,4966,744
425,2019-09-08 00:00:00,118,27,7,8329,595
426,2018-03-01 00:00:00,750,2,7,1565,3150
427,2018-06-24 00:00:00,295,3,8,2138,3048
428,2019-07-21 00:00:00,339,1,4,4041,3212
429,2020-06-22 00:00:00,997,1,10,4041,8030
430,2020-03-24 00:00:00,131,10,2,2863,976
431,2018-09-21 00:00:00,467,25,6,4460,4662
432,2019-07-23 00:00:00,971,19,2,9122,1216
433,2018-08-14 00:00:00,174,49,2,348,486
434,2017-01-12 00:00:00,34,10,7,2863,3416
435,2017-08-17 00:00:00,140,36,3,4019,888
436,2018-09-05 00:00:00,376,31,9,4203,8379
437,2020-08-14 00:00:00,735,15,3,1118,2148
438,2016-10-16 00:00:00,73,49,3,348,729
439,2020-01-14 00:00:00,568,30,1,9196,418
440,2017-11-07 00:00:00,336,12,5,1055,500
441,2019-03-21 00:00:00,189,8,7,4074,6797
442,2018-03-24 00:00:00,713,27,7,8329,595
443,2018-09-21 00:00:00,526,24,5,10030,3180
444,2019-11-02 00:00:00,430,15,10,1118,7160
445,2017-09-29 00:00:00,760,17,7,6338,2919
446,2018-09-16 00:00:00,116,14,8,8220,192
447,2017-08-11 00:00:00,866,38,5,9265,1415
448,2020-04-11 00:00:00,628,34,9,2235,7938
449,2020-05-03 00:00:00,949,27,7,8329,595
450,2019-10-11 00:00:00,465,20,3,4184,1395
451,2018-12-16 00:00:00,179,11,1,4470,162
452,2020-01-27 00:00:00,97,31,5,4203,4655
453,2017-12-15 00:00:00,816,20,4,4184,1860
454,2018-06-28 00:00:00,332,19,9,9122,5472
455,2020-08-15 00:00:00,225,43,2,9442,1838
456,2018-02-14 00:00:00,720,36,3,4019,888
457,2019-09-19 00:00:00,216,3,5,2138,1905
458,2017-09-02 00:00:00,439,35,3,8211,2352
459,2017-01-06 00:00:00,628,41,8,2665,1776
460,2016-09-24 00:00:00,587,30,1,9196,418
461,2019-02-25 00:00:00,948,30,5,9196,2090
462,2018-11-16 00:00:00,484,38,4,9265,1132
463,2020-06-24 00:00:00,665,11,1,4470,162
464,2019-08-03 00:00:00,438,40,9,7245,8235
465,2017-08-04 00:00:00,980,39,3,10137,1224
466,2019-11-03 00:00:00,570,11,10,4470,1620
467,2017-04-05 00:00:00,358,40,9,7245,8235
468,2017-06-29 00:00:00,583,30,3,9196,1254
469,2020-03-08 00:00:00,945,13,3,10237,1884
470,2016-12-22 00:00:00,937,40,4,7245,3660
471,2017-09-16 00:00:00,525,15,2,1118,1432
472,2017-12-29 00:00:00,900,8,6,4074,5826
473,2017-12-11 00:00:00,939,23,9,6407,7722
474,2020-08-04 00:00:00,183,21,6,1196,3096
475,2017-06-18 00:00:00,104,7,10,4009,8120
476,2017-08-04 00:00:00,956,43,7,9442,6433
477,2020-05-31 00:00:00,737,3,1,2138,381
478,2019-02-09 00:00:00,467,29,5,2312,3075
479,2018-10-27 00:00:00,322,4,3,2778,2436
480,2019-06-30 00:00:00,129,38,10,9265,2830
481,2018-11-06 00:00:00,412,5,5,5857,1120
482,2020-04-23 00:00:00,831,11,1,4470,162
483,2017-06-24 00:00:00,240,10,6,2863,2928
484,2017-04-10 00:00:00,724,37,7,8918,2506
485,2017-11-14 00:00:00,279,20,7,4184,3255
486,2020-01-03 00:00:00,415,7,7,4009,5684
487,2018-10-10 00:00:00,421,50,1,9056,916
488,2019-12-11 00:00:00,563,8,3,4074,2913
489,2017-08-15 00:00:00,200,12,10,1055,1000
490,2019-06-25 00:00:00,47,3,8,2138,3048
491,2017-12-29 00:00:00,188,20,3,4184,1395
492,2020-07-11 00:00:00,974,16,3,9551,2967
493,2020-08-29 00:00:00,11,27,1,8329,85
494,2017-05-31 00:00:00,686,42,7,6201,3080
495,2018-04-10 00:00:00,20,44,10,3899,440
496,2019-10-02 00:00:00,712,8,8,4074,7768
497,2018-03-15 00:00:00,654,21,8,1196,4128
498,2018-11-25 00:00:00,374,46,5,2723,185
499,2018-01-01 00:00:00,65,9,9,8971,3222
500,2019-09-06 00:00:00,363,33,4,8656,28
501,2018-08-24 00:00:00,319,6,5,5868,2865
502,2018-02-25 00:00:00,644,47,7,8102,1519
503,2018-05-10 00:00:00,711,41,8,2665,1776
504,2017-01-07 00:00:00,561,31,8,4203,7448
505,2017-02-26 00:00:00,109,32,6,9553,5940
506,2020-03-22 00:00:00,624,16,4,9551,3956
507,2017-05-04 00:00:00,994,6,7,5868,4011
508,2018-05-21 00:00:00,660,21,6,1196,3096
509,2017-08-15 00:00:00,710,26,3,4966,2232
510,2019-11-25 00:00:00,340,3,8,2138,3048
511,2019-05-25 00:00:00,607,11,2,4470,324
512,2018-02-02 00:00:00,514,49,7,348,1701
513,2020-02-27 00:00:00,477,46,7,2723,259
514,2017-01-11 00:00:00,337,43,7,9442,6433
515,2020-06-20 00:00:00,989,28,4,919,2408
516,2017-04-09 00:00:00,456,8,7,4074,6797
517,2017-12-31 00:00:00,303,24,8,10030,5088
518,2019-04-17 00:00:00,317,18,9,5999,90
519,2017-02-11 00:00:00,216,34,10,2235,8820
520,2018-02-13 00:00:00,758,2,7,1565,3150
521,2016-10-25 00:00:00,90,48,9,4856,2178
