2000318,"2000-03-18",2000,3,18,"6",11
2000319,"2000-03-19",2000,3,19,"0",11
2000320,"2000-03-20",2000,3,20,"1",12
2000321,"2000-03-21",2000,3,21,"2",12
2000322,"2000-03-22",2000,3,22,"3",12
2000323,"2000-03-23",2000,3,23,"4",12
2000324,"2000-03-24",2000,3,24,"5",12
2000325,"2000-03-25",2000,3,25,"6",12
2000326,"2000-03-26",2000,3,26,"0",12
2000327,"2000-03-27",2000,3,27,"1",13
2000328,"2000-03-28",2000,3,28,"2",13
2000329,"2000-03-29",2000,3,29,"3",13
2000330,"2000-03-30",2000,3,30,"4",13
2000331,"2000-03-31",2000,3,31,"5",13
2000401,"2000-04-01",2000,4,1,"6",13
2000402,"2000-04-02",2000,4,2,"0",13
2000403,"2000-04-03",2000,4,3,"1",14
2000404,"2000-04-04",2000,4,4,"2",14
2000405,"2000-04-05",2000,4,5,"3",14
2000406,"2000-04-06",2000,4,6,"4",14
2000407,"2000-04-07",2000,4,7,"5",14
2000408,"2000-04-08",2000,4,8,"6",14
2000409,"2000-04-09",2000,4,9,"0",14
2000410,"2000-04-10",2000,4,10,"1",15
2000411,"2000-04-11",2000,4,11,"2",15
2000412,"2000-04-12",2000,4,12,"3",15
2000413,"2000-04-13",2000,4,13,"4",15
2000414,"2000-04-14",2000,4,14,"5",15
2000415,"2000-04-15",2000,4,15,"6",15
2000416,"2000-04-16",2000,4,16,"0",15
2000417,"2000-04-17",2000,4,17,"1",16
2000418,"2000-04-18",2000,4,18,"2",16
2000419,"2000-04-19",2000,4,19,"3",16
2000420,"2000-04-20",2000,4,20,"4",16
2000421,"2000-04-21",2000,4,21,"5",16
2000422,"2000-04-22",2000,4,22,"6",16
2000423,"2000-04-23",2000,4,23,"0",16
2000424,"2000-04-24",2000,4,24,"1",17
2000425,"2000-04-25",2000,4,25,"2",17
2000426,"2000-04-26",2000,4,26,"3",17
2000427,"2000-04-27",2000,4,27,"4",17
2000428,"2000-04-28",2000,4,28,"5",17
2000429,"2000-04-29",2000,4,29,"6",17
2000430,"2000-04-30",2000,4,30,"0",17
2000501,"2000-05-01",2000,5,1,"1",18
2000502,"2000-05-02",2000,5,2,"2",18
2000503,"2000-05-03",2000,5,3,"3",18
2000504,"2000-05-04",2000,5,4,"4",18
2000505,"2000-05-05",2000,5,5,"5",18
2000506,"2000-05-06",2000,5,6,"6",18
2000507,"2000-05-07",2000,5,7,"0",18
2000508,"2000-05-08",2000,5,8,"1",19
2000509,"2000-05-09",2000,5,9,"2",19
2000510,"2000-05-10",2000,5,10,"3",19
2000511,"2000-05-11",2000,5,11,"4",19
2000512,"2000-05-12",2000,5,12,"5",19
2000513,"2000-05-13",2000,5,13,"6",19
2000514,"2000-05-14",2000,5,14,"0",19
2000515,"2000-05-15",2000,5,15,"1",20
2000516,"2000-05-16",2000,5,16,"2",20
2000517,"2000-05-17",2000,5,17,"3",20
2000518,"2000-05-18",2000,5,18,"4",20
2000519,"2000-05-19",2000,5,19,"5",20
2000520,"2000-05-20",2000,5,20,"6",20
2000521,"2000-05-21",2000,5,21,"0",20
2000522,"2000-05-22",2000,5,22,"1",21
2000523,"2000-05-23",2000,5,23,"2",21
2000524,"2000-05-24",2000,5,24,"3",21
2000525,"2000-05-25",2000,5,25,"4",21
2000526,"2000-05-26",2000,5,26,"5",21
2000527,"2000-05-27",2000,5,27,"6",21
2000528,"2000-05-28",2000,5,28,"0",21
2000529,"2000-05-29",2000,5,29,"1",22
2000530,"2000-05-30",2000,5,30,"2",22
2000531,"2000-05-31",2000,5,31,"3",22
2000601,"2000-06-01",2000,6,1,"4",22
2000602,"2000-06-02",2000,6,2,"5",22
2000603,"2000-06-03",2000,6,3,"6",22
2000604,"2000-06-04",2000,6,4,"0",22
2000605,"2000-06-05",2000,6,5,"1",23
2000606,"2000-06-06",2000,6,6,"2",23
2000607,"2000-06-07",2000,6,7,"3",23
2000608,"2000-06-08",2000,6,8,"4",23
2000609,"2000-06-09",2000,6,9,"5",23
2000610,"2000-06-10",2000,6,10,"6",23
2000611,"2000-06-11",2000,6,11,"0",23
2000612,"2000-06-12",2000,6,12,"1",24
2000613,"2000-06-13",2000,6,13,"2",24
2000614,"2000-06-14",2000,6,14,"3",24
2000615,"2000-06-15",2000,6,15,"4",24
2000616,"2000-06-16",2000,6,16,"5",24
2000617,"2000-06-17",2000,6,17,"6",24
2000618,"2000-06-18",2000,6,18,"0",24
2000619,"2000-06-19",2000,6,19,"1",25
2000620,"2000-06-20",2000,6,20,"2",25
2000621,"2000-06-21",2000,6,21,"3",25
2000622,"2000-06-22",2000,6,22,"4",25
2000623,"2000-06-23",2000,6,23,"5",25
2000624,"2000-06-24",2000,6,24,"6",25
2000625,"2000-06-25",2000,6,25,"0",25
2000626,"2000-06-26",2000,6,26,"1",26
2000627,"2000-06-27",2000,6,27,"2",26
2000628,"2000-06-28",2000,6,28,"3",26
2000629,"2000-06-29",2000,6,29,"4",26
2000630,"2000-06-30",2000,6,30,"5",26
2000701,"2000-07-01",2000,7,1,"6",26
2000702,"2000-07-02",2000,7,2,"0",26
2000703,"2000-07-03",2000,7,3,"1",27
2000704,"2000-07-04",2000,7,4,"2",27
2000705,"2000-07-05",2000,7,5,"3",27
2000706,"2000-07-06",2000,7,6,"4",27
2000707,"2000-07-07",2000,7,7,"5",27
2000708,"2000-07-08",2000,7,8,"6",27
2000709,"2000-07-09",2000,7,9,"0",27
2000710,"2000-07-10",2000,7,10,"1",28
2000711,"2000-07-11",2000,7,11,"2",28
2000712,"2000-07-12",2000,7,12,"3",28
2000713,"2000-07-13",2000,7,13,"4",28
2000714,"2000-07-14",2000,7,14,"5",28
2000715,"2000-07-15",2000,7,15,"6",28
2000716,"2000-07-16",2000,7,16,"0",28
2000717,"2000-07-17",2000,7,17,"1",29
2000718,"2000-07-18",2000,7,18,"2",29
2000719,"2000-07-19",2000,7,19,"3",29
2000720,"2000-07-20",2000,7,20,"4",29
2000721,"2000-07-21",2000,7,21,"5",29
2000722,"2000-07-22",2000,7,22,"6",29
2000723,"2000-07-23",2000,7,23,"0",29
2000724,"2000-07-24",2000,7,24,"1",30
2000725,"2000-07-25",2000,7,25,"2",30
2000726,"2000-07-26",2000,7,26,"3",30
2000727,"2000-07-27",2000,7,27,"4",30
2000728,"2000-07-28",2000,7,28,"5",30
2000729,"2000-07-29",2000,7,29,"6",30
2000730,"2000-07-30",2000,7,30,"0",30
2000731,"2000-07-31",2000,7,31,"1",31
2000801,"2000-08-01",2000,8,1,"2",31
2000802,"2000-08-02",2000,8,2,"3",31
2000803,"2000-08-03",2000,8,3,"4",31
2000804,"2000-08-04",2000,8,4,"5",31
2000805,"2000-08-05",2000,8,5,"6",31
2000806,"2000-08-06",2000,8,6,"0",31
2000807,"2000-08-07",2000,8,7,"1",32
2000808,"2000-08-08",2000,8,8,"2",32
2000809,"2000-08-09",2000,8,9,"3",32
2000810,"2000-08-10",2000,8,10,"4",32
2000811,"2000-08-11",2000,8,11,"5",32
2000812,"2000-08-12",2000,8,12,"6",32
2000813,"2000-08-13",2000,8,13,"0",32
2000814,"2000-08-14",2000,8,14,"1",33
2000815,"2000-08-15",2000,8,15,"2",33
2000816,"2000-08-16",2000,8,16,"3",33
2000817,"2000-08-17",2000,8,17,"4",33
2000818,"2000-08-18",2000,8,18,"5",33
2000819,"2000-08-19",2000,8,19,"6",33
2000820,"2000-08-20",2000,8,20,"0",33
2000821,"2000-08-21",2000,8,21,"1",34
2000822,"2000-08-22",2000,8,22,"2",34
2000823,"2000-08-23",2000,8,23,"3",34
2000824,"2000-08-24",2000,8,24,"4",34
2000825,"2000-08-25",2000,8,25,"5",34
2000826,"2000-08-26",2000,8,26,"6",34
2000827,"2000-08-27",2000,8,27,"0",34
2000828,"2000-08-28",2000,8,28,"1",35
2000829,"2000-08-29",2000,8,29,"2",35
2000830,"2000-08-30",2000,8,30,"3",35
2000831,"2000-08-31",2000,8,31,"4",35
2000901,"2000-09-01",2000,9,1,"5",35
2000902,"2000-09-02",2000,9,2,"6",35
2000903,"2000-09-03",2000,9,3,"0",35
2000904,"2000-09-04",2000,9,4,"1",36
2000905,"2000-09-05",2000,9,5,"2",36
2000906,"2000-09-06",2000,9,6,"3",36
2000907,"2000-09-07",2000,9,7,"4",36
2000908,"2000-09-08",2000,9,8,"5",36
2000909,"2000-09-09",2000,9,9,"6",36
2000910,"2000-09-10",2000,9,10,"0",36
2000911,"2000-09-11",2000,9,11,"1",37
2000912,"2000-09-12",2000,9,12,"2",37
2000913,"2000-09-13",2000,9,13,"3",37
2000914,"2000-09-14",2000,9,14,"4",37
2000915,"2000-09-15",2000,9,15,"5",37
2000916,"2000-09-16",2000,9,16,"6",37
2000917,"2000-09-17",2000,9,17,"0",37
2000918,"2000-09-18",2000,9,18,"1",38
2000919,"2000-09-19",2000,9,19,"2",38
2000920,"2000-09-20",2000,9,20,"3",38
2000921,"2000-09-21",2000,9,21,"4",38
2000922,"2000-09-22",2000,9,22,"5",38
2000923,"2000-09-23",2000,9,23,"6",38
2000924,"2000-09-24",2000,9,24,"0",38
2000925,"2000-09-25",2000,9,25,"1",39
2000926,"2000-09-26",2000,9,26,"2",39
2000927,"2000-09-27",2000,9,27,"3",39
2000928,"2000-09-28",2000,9,28,"4",39
2000929,"2000-09-29",2000,9,29,"5",39
2000930,"2000-09-30",2000,9,30,"6",39
2001001,"2000-10-01",2000,10,1,"0",39
2001002,"2000-10-02",2000,10,2,"1",40
2001003,"2000-10-03",2000,10,3,"2",40
2001004,"2000-10-04",2000,10,4,"3",40
2001005,"2000-10-05",2000,10,5,"4",40
2001006,"2000-10-06",2000,10,6,"5",40
2001007,"2000-10-07",2000,10,7,"6",40
2001008,"2000-10-08",2000,10,8,"0",40
2001009,"2000-10-09",2000,10,9,"1",41
2001010,"2000-10-10",2000,10,10,"2",41
2001011,"2000-10-11",2000,10,11,"3",41
2001012,"2000-10-12",2000,10,12,"4",41
2001013,"2000-10-13",2000,10,13,"5",41
2001014,"2000-10-14",2000,10,14,"6",41
2001015,"2000-10-15",2000,10,15,"0",41
2001016,"2000-10-16",2000,10,16,"1",42
2001017,"2000-10-17",2000,10,17,"2",42
2001018,"2000-10-18",2000,10,18,"3",42
2001019,"2000-10-19",2000,10,19,"4",42
2001020,"2000-10-20",2000,10,20,"5",42
2001021,"2000-10-21",2000,10,21,"6",42
2001022,"2000-10-22",2000,10,22,"0",42
2001023,"2000-10-23",2000,10,23,"1",43
2001024,"2000-10-24",2000,10,24,"2",43
2001025,"2000-10-25",2000,10,25,"3",43
2001026,"2000-10-26",2000,10,26,"4",43
2001027,"2000-10-27",2000,10,27,"5",43
2001028,"2000-10-28",2000,10,28,"6",43
2001029,"2000-10-29",2000,10,29,"0",43
2001030,"2000-10-30",2000,10,30,"1",44
2001031,"2000-10-31",2000,10,31,"2",44
2001101,"2000-11-01",2000,11,1,"3",44
2001102,"2000-11-02",2000,11,2,"4",44
2001103,"2000-11-03",2000,11,3,"5",44
2001104,"2000-11-04",2000,11,4,"6",44
2001105,"2000-11-05",2000,11,5,"0",44
2001106,"2000-11-06",2000,11,6,"1",45
2001107,"2000-11-07",2000,11,7,"2",45
2001108,"2000-11-08",2000,11,8,"3",45
2001109,"2000-11-09",2000,11,9,"4",45
2001110,"2000-11-10",2000,11,10,"5",45
2001111,"2000-11-11",2000,11,11,"6",45
2001112,"2000-11-12",2000,11,12,"0",45
2001113,"2000-11-13",2000,11,13,"1",46
2001114,"2000-11-14",2000,11,14,"2",46
2001115,"2000-11-15",2000,11,15,"3",46
2001116,"2000-11-16",2000,11,16,"4",46
2001117,"2000-11-17",2000,11,17,"5",46
2001118,"2000-11-18",2000,11,18,"6",46
2001119,"2000-11-19",2000,11,19,"0",46
2001120,"2000-11-20",2000,11,20,"1",47
2001121,"2000-11-21",2000,11,21,"2",47
2001122,"2000-11-22",2000,11,22,"3",47
2001123,"2000-11-23",2000,11,23,"4",47
2001124,"2000-11-24",2000,11,24,"5",47
2001125,"2000-11-25",2000,11,25,"6",47
2001126,"2000-11-26",2000,11,26,"0",47
2001127,"2000-11-27",2000,11,27,"1",48
2001128,"2000-11-28",2000,11,28,"2",48
2001129,"2000-11-29",2000,11,29,"3",48
2001130,"2000-11-30",2000,11,30,"4",48
2001201,"2000-12-01",2000,12,1,"5",48
2001202,"2000-12-02",2000,12,2,"6",48
2001203,"2000-12-03",2000,12,3,"0",48
2001204,"2000-12-04",2000,12,4,"1",49
2001205,"2000-12-05",2000,12,5,"2",49
2001206,"2000-12-06",2000,12,6,"3",49
2001207,"2000-12-07",2000,12,7,"4",49
2001208,"2000-12-08",2000,12,8,"5",49
2001209,"2000-12-09",2000,12,9,"6",49
2001210,"2000-12-10",2000,12,10,"0",49
2001211,"2000-12-11",2000,12,11,"1",50
2001212,"2000-12-12",2000,12,12,"2",50
2001213,"2000-12-13",2000,12,13,"3",50
2001214,"2000-12-14",2000,12,14,"4",50
2001215,"2000-12-15",2000,12,15,"5",50
2001216,"2000-12-16",2000,12,16,"6",50
2001217,"2000-12-17",2000,12,17,"0",50
2001218,"2000-12-18",2000,12,18,"1",51
2001219,"2000-12-19",2000,12,19,"2",51
2001220,"2000-12-20",2000,12,20,"3",51
2001221,"2000-12-21",2000,12,21,"4",51
2001222,"2000-12-22",2000,12,22,"5",51
2001223,"2000-12-23",2000,12,23,"6",51
2001224,"2000-12-24",2000,12,24,"0",51
2001225,"2000-12-25",2000,12,25,"1",52
2001226,"2000-12-26",2000,12,26,"2",52
2001227,"2000-12-27",2000,12,27,"3",52
2001228,"2000-12-28",2000,12,28,"4",52
2001229,"2000-12-29",2000,12,29,"5",52
2001230,"2000-12-30",2000,12,30,"6",52
2001231,"2000-12-31",2000,12,31,"0",52
2001101,"2001-01-01",2001,1,1,"1",1
2001102,"2001-01-02",2001,1,2,"2",1
2001103,"2001-01-03",2001,1,3,"3",1
2001104,"2001-01-04",2001,1,4,"4",1
2001105,"2001-01-05",2001,1,5,"5",1
2001106,"2001-01-06",2001,1,6,"6",1
2001107,"2001-01-07",2001,1,7,"0",1
2001108,"2001-01-08",2001,1,8,"1",2
2001109,"2001-01-09",2001,1,9,"2",2
2001110,"2001-01-10",2001,1,10,"3",2
2001111,"2001-01-11",2001,1,11,"4",2
2001112,"2001-01-12",2001,1,12,"5",2
2001113,"2001-01-13",2001,1,13,"6",2
2001114,"2001-01-14",2001,1,14,"0",2
2001115,"2001-01-15",2001,1,15,"1",3
2001116,"2001-01-16",2001,1,16,"2",3
2001117,"2001-01-17",2001,1,17,"3",3
2001118,"2001-01-18",2001,1,18,"4",3
2001119,"2001-01-19",2001,1,19,"5",3
2001120,"2001-01-20",2001,1,20,"6",3
2001121,"2001-01-21",2001,1,21,"0",3
2001122,"2001-01-22",2001,1,22,"1",4
2001123,"2001-01-23",2001,1,23,"2",4
2001124,"2001-01-24",2001,1,24,"3",4
2001125,"2001-01-25",2001,1,25,"4",4
2001126,"2001-01-26",2001,1,26,"5",4
2001127,"2001-01-27",2001,1,27,"6",4
2001128,"2001-01-28",2001,1,28,"0",4
2001129,"2001-01-29",2001,1,29,"1",5
2001130,"2001-01-30",2001,1,30,"2",5
2001131,"2001-01-31",2001,1,31,"3",5
2001201,"2001-02-01",2001,2,1,"4",5
2001202,"2001-02-02",2001,2,2,"5",5
2001203,"2001-02-03",2001,2,3,"6",5
2001204,"2001-02-04",2001,2,4,"0",5
2001205,"2001-02-05",2001,2,5,"1",6
2001206,"2001-02-06",2001,2,6,"2",6
2001207,"2001-02-07",2001,2,7,"3",6
2001208,"2001-02-08",2001,2,8,"4",6
2001209,"2001-02-09",2001,2,9,"5",6
2001210,"2001-02-10",2001,2,10,"6",6
2001211,"2001-02-11",2001,2,11,"0",6
2001212,"2001-02-12",2001,2,12,"1",7
2001213,"2001-02-13",2001,2,13,"2",7
2001214,"2001-02-14",2001,2,14,"3",7
2001215,"2001-02-15",2001,2,15,"4",7
2001216,"2001-02-16",2001,2,16,"5",7
2001217,"2001-02-17",2001,2,17,"6",7
2001218,"2001-02-18",2001,2,18,"0",7
2001219,"2001-02-19",2001,2,19,"1",8
2001220,"2001-02-20",2001,2,20,"2",8
2001221,"2001-02-21",2001,2,21,"3",8
2001222,"2001-02-22",2001,2,22,"4",8
2001223,"2001-02-23",2001,2,23,"5",8
2001224,"2001-02-24",2001,2,24,"6",8
2001225,"2001-02-25",2001,2,25,"0",8
2001226,"2001-02-26",2001,2,26,"1",9
2001227,"2001-02-27",2001,2,27,"2",9
2001228,"2001-02-28",2001,2,28,"3",9
2001301,"2001-03-01",2001,3,1,"4",9
2001302,"2001-03-02",2001,3,2,"5",9
2001303,"2001-03-03",2001,3,3,"6",9
2001304,"2001-03-04",2001,3,4,"0",9
2001305,"2001-03-05",2001,3,5,"1",10
2001306,"2001-03-06",2001,3,6,"2",10
2001307,"2001-03-07",2001,3,7,"3",10
2001308,"2001-03-08",2001,3,8,"4",10
2001309,"2001-03-09",2001,3,9,"5",10
2001310,"2001-03-10",2001,3,10,"6",10
2001311,"2001-03-11",2001,3,11,"0",10
2001312,"2001-03-12",2001,3,12,"1",11
2001313,"2001-03-13",2001,3,13,"2",11
2001314,"2001-03-14",2001,3,14,"3",11
2001315,"2001-03-15",2001,3,15,"4",11
2001316,"2001-03-16",2001,3,16,"5",11
2001317,"2001-03-17",2001,3,17,"6",11
2001318,"2001-03-18",2001,3,18,"0",11
2001319,"2001-03-19",2001,3,19,"1",12
2001320,"2001-03-20",2001,3,20,"2",12
2001321,"2001-03-21",2001,3,21,"3",12
2001322,"2001-03-22",2001,3,22,"4",12
2001323,"2001-03-23",2001,3,23,"5",12
2001324,"2001-03-24",2001,3,24,"6",12
2001325,"2001-03-25",2001,3,25,"0",12
2001326,"2001-03-26",2001,3,26,"1",13
2001327,"2001-03-27",2001,3,27,"2",13
2001328,"2001-03-28",2001,3,28,"3",13
2001329,"2001-03-29",2001,3,29,"4",13
2001330,"2001-03-30",2001,3,30,"5",13
2001331,"2001-03-31",2001,3,31,"6",13
2001401,"2001-04-01",2001,4,1,"0",13
2001402,"2001-04-02",2001,4,2,"1",14
2001403,"2001-04-03",2001,4,3,"2",14
2001404,"2001-04-04",2001,4,4,"3",14
2001405,"2001-04-05",2001,4,5,"4",14
2001406,"2001-04-06",2001,4,6,"5",14
2001407,"2001-04-07",2001,4,7,"6",14
2001408,"2001-04-08",2001,4,8,"0",14
2001409,"2001-04-09",2001,4,9,"1",15
2001410,"2001-04-10",2001,4,10,"2",15
2001411,"2001-04-11",2001,4,11,"3",15
2001412,"2001-04-12",2001,4,12,"4",15
2001413,"2001-04-13",2001,4,13,"5",15
2001414,"2001-04-14",2001,4,14,"6",15
2001415,"2001-04-15",2001,4,15,"0",15
2001416,"2001-04-16",2001,4,16,"1",16
2001417,"2001-04-17",2001,4,17,"2",16
2001418,"2001-04-18",2001,4,18,"3",16
2001419,"2001-04-19",2001,4,19,"4",16
2001420,"2001-04-20",2001,4,20,"5",16
2001421,"2001-04-21",2001,4,21,"6",16
2001422,"2001-04-22",2001,4,22,"0",16
2001423,"2001-04-23",2001,4,23,"1",17
2001424,"2001-04-24",2001,4,24,"2",17
2001425,"2001-04-25",2001,4,25,"3",17
2001426,"2001-04-26",2001,4,26,"4",17
2001427,"2001-04-27",2001,4,27,"5",17
2001428,"2001-04-28",2001,4,28,"6",17
2001429,"2001-04-29",2001,4,29,"0",17
2001430,"2001-04-30",2001,4,30,"1",18
2001501,"2001-05-01",2001,5,1,"2",18
2001502,"2001-05-02",2001,5,2,"3",18
2001503,"2001-05-03",2001,5,3,"4",18
2001504,"2001-05-04",2001,5,4,"5",18
2001505,"2001-05-05",2001,5,5,"6",18
2001506,"2001-05-06",2001,5,6,"0",18
2001507,"2001-05-07",2001,5,7,"1",19
2001508,"2001-05-08",2001,5,8,"2",19
2001509,"2001-05-09",2001,5,9,"3",19
2001510,"2001-05-10",2001,5,10,"4",19
2001511,"2001-05-11",2001,5,11,"5",19
2001512,"2001-05-12",2001,5,12,"6",19
2001513,"2001-05-13",2001,5,13,"0",19
2001514,"2001-05-14",2001,5,14,"1",20
2001515,"2001-05-15",2001,5,15,"2",20
2001516,"2001-05-16",2001,5,16,"3",20
2001517,"2001-05-17",2001,5,17,"4",20
2001518,"2001-05-18",2001,5,18,"5",20
2001519,"2001-05-19",2001,5,19,"6",20
2001520,"2001-05-20",2001,5,20,"0",20
2001521,"2001-05-21",2001,5,21,"1",21
2001522,"2001-05-22",2001,5,22,"2",21
2001523,"2001-05-23",2001,5,23,"3",21
2001524,"2001-05-24",2001,5,24,"4",21
2001525,"2001-05-25",2001,5,25,"5",21
2001526,"2001-05-26",2001,5,26,"6",21
2001527,"2001-05-27",2001,5,27,"0",21
2001528,"2001-05-28",2001,5,28,"1",22
2001529,"2001-05-29",2001,5,29,"2",22
2001530,"2001-05-30",2001,5,30,"3",22
2001531,"2001-05-31",2001,5,31,"4",22
2001601,"2001-06-01",2001,6,1,"5",22
2001602,"2001-06-02",2001,6,2,"6",22
2001603,"2001-06-03",2001,6,3,"0",22
2001604,"2001-06-04",2001,6,4,"1",23
2001605,"2001-06-05",2001,6,5,"2",23
2001606,"2001-06-06",2001,6,6,"3",23
2001607,"2001-06-07",2001,6,7,"4",23
2001608,"2001-06-08",2001,6,8,"5",23
2001609,"2001-06-09",2001,6,9,"6",23
2001610,"2001-06-10",2001,6,10,"0",23
2001611,"2001-06-11",2001,6,11,"1",24
2001612,"2001-06-12",2001,6,12,"2",24
2001613,"2001-06-13",2001,6,13,"3",24
2001614,"2001-06-14",2001,6,14,"4",24
2001615,"2001-06-15",2001,6,15,"5",24
2001616,"2001-06-16",2001,6,16,"6",24
2001617,"2001-06-17",2001,6,17,"0",24
2001618,"2001-06-18",2001,6,18,"1",25
2001619,"2001-06-19",2001,6,19,"2",25
2001620,"2001-06-20",2001,6,20,"3",25
2001621,"2001-06-21",2001,6,21,"4",25
2001622,"2001-06-22",2001,6,22,"5",25
2001623,"2001-06-23",2001,6,23,"6",25
2001624,"2001-06-24",2001,6,24,"0",25
2001625,"2001-06-25",2001,6,25,"1",26
2001626,"2001-06-26",2001,6,26,"2",26
2001627,"2001-06-27",2001,6,27,"3",26
2001628,"2001-06-28",2001,6,28,"4",26
2001629,"2001-06-29",2001,6,29,"5",26
2001630,"2001-06-30",2001,6,30,"6",26
2001701,"2001-07-01",2001,7,1,"0",26
2001702,"2001-07-02",2001,7,2,"1",27
2001703,"2001-07-03",2001,7,3,"2",27
2001704,"2001-07-04",2001,7,4,"3",27
2001705,"2001-07-05",2001,7,5,"4",27
2001706,"2001-07-06",2001,7,6,"5",27
2001707,"2001-07-07",2001,7,7,"6",27
2001708,"2001-07-08",2001,7,8,"0",27
2001709,"2001-07-09",2001,7,9,"1",28
2001710,"2001-07-10",2001,7,10,"2",28
2001711,"2001-07-11",2001,7,11,"3",28
2001712,"2001-07-12",2001,7,12,"4",28
2001713,"2001-07-13",2001,7,13,"5",28
2001714,"2001-07-14",2001,7,14,"6",28
2001715,"2001-07-15",2001,7,15,"0",28
2001716,"2001-07-16",2001,7,16,"1",29
2001717,"2001-07-17",2001,7,17,"2",29
2001718,"2001-07-18",2001,7,18,"3",29
2001719,"2001-07-19",2001,7,19,"4",29
2001720,"2001-07-20",2001,7,20,"5",29
2001721,"2001-07-21",2001,7,21,"6",29
2001722,"2001-07-22",2001,7,22,"0",29
2001723,"2001-07-23",2001,7,23,"1",30
2001724,"2001-07-24",2001,7,24,"2",30
2001725,"2001-07-25",2001,7,25,"3",30
2001726,"2001-07-26",2001,7,26,"4",30
2001727,"2001-07-27",2001,7,27,"5",30
2001728,"2001-07-28",2001,7,28,"6",30
2001729,"2001-07-29",2001,7,29,"0",30
2001730,"2001-07-30",2001,7,30,"1",31
2001731,"2001-07-31",2001,7,31,"2",31
2001801,"2001-08-01",2001,8,1,"3",31
2001802,"2001-08-02",2001,8,2,"4",31
2001803,"2001-08-03",2001,8,3,"5",31
2001804,"2001-08-04",2001,8,4,"6",31
2001805,"2001-08-05",2001,8,5,"0",31
