180,2019525,318,33,3,25968,21
181,2018821,633,2,2,3130,900
182,2018801,583,11,2,8940,324
183,2020201,797,17,6,38028,2502
184,2018518,571,19,4,36488,2432
185,2020414,777,16,3,28653,2967
186,2019717,881,29,2,4624,1230
187,2019320,929,45,8,28400,872
188,2018324,117,41,3,7995,666
189,2019617,642,37,4,35672,1432
190,2018510,344,13,7,71659,4396
191,2020121,998,14,3,24660,72
192,2020305,671,42,1,6201,440
193,2017506,585,35,8,65688,6272
194,2019730,589,17,9,57042,3753
195,2017115,433,16,9,85959,8901
196,2020510,218,5,2,11714,448
197,2020614,980,22,9,5895,1836
198,2020023,778,17,8,50704,3336
199,2017214,686,8,3,12222,2913
200,2020104,197,26,3,14898,2232
201,2019914,411,6,5,29340,2865
202,2017929,697,13,2,20474,1256
203,2019505,507,7,6,24054,4872
204,2017410,87,38,1,9265,283
205,2020503,673,44,3,11697,132
206,2018313,162,23,6,38442,5148
207,2019324,192,23,7,44849,6006
208,2020902,909,50,3,27168,2748
209,2018708,988,21,8,9568,4128
210,2018020,478,32,3,28659,2970
211,2017110,573,4,4,11112,3248
212,2017830,804,27,3,24987,255
213,2017827,830,22,8,5240,1632
214,2018219,821,47,5,40510,1085
215,2020701,789,7,3,12027,2436
216,2019701,858,41,7,18655,1554
217,2020506,867,40,8,57960,7320
218,2020316,260,3,7,14966,2667
219,2017222,347,20,2,8368,930
220,2018522,585,37,6,53508,2148
221,2017511,183,33,8,69248,56
222,2018308,956,31,2,8406,1862
223,2017412,143,46,1,2723,37
224,2017627,307,39,3,30411,1224
225,2020621,56,48,9,43704,2178
226,2019502,310,17,10,63380,4170
227,2020314,367,50,5,45280,4580
228,2017728,591,26,4,19864,2976
229,2020009,922,41,9,23985,1998
230,2018228,375,7,10,40090,8120
231,2020516,817,25,5,22300,3885
232,2019405,40,25,2,8920,1554
233,2020106,422,9,6,53826,2148
234,2019122,911,11,3,13410,486
235,2017030,333,26,10,49660,7440
236,2020226,296,31,9,37827,8379
237,2020826,939,21,4,4784,2064
238,2019403,830,32,4,38212,3960
239,2020604,38,9,9,80739,3222
240,2017817,936,34,6,13410,5292
241,2018916,18,42,6,37206,2640
242,2018315,940,3,7,14966,2667
243,2020605,36,10,4,11452,1952
244,2017115,546,37,2,17836,716
245,2020516,777,24,5,50150,3180
246,2019322,114,35,9,73899,7056
247,2017909,5,4,8,22224,6496
248,2018421,580,24,4,40120,2544
249,2018910,330,24,9,90270,5724
250,2017123,847,37,5,44590,1790
251,2018212,129,47,4,32408,868
252,2019210,418,23,7,44849,6006
253,2017508,933,4,9,25002,7308
254,2020008,888,38,4,37060,1132
255,2019201,925,20,9,37656,4185
256,2017831,530,40,9,65205,8235
257,2017806,907,2,4,6260,1800
258,2017721,884,22,10,6550,2040
259,2017129,823,9,8,71768,2864
260,2020201,672,19,2,18244,1216
261,2019926,895,15,6,6708,4296
262,2018203,50,10,7,20041,3416
263,2019210,781,37,5,44590,1790
264,2018208,700,10,7,20041,3416
265,2019310,684,37,9,80262,3222
266,2018915,100,32,6,57318,5940
267,2018425,51,12,3,3165,300
268,2019925,296,17,1,6338,417
269,2019414,496,20,3,12552,1395
270,2019807,852,4,3,8334,2436
271,2019904,613,50,6,54336,5496
272,2018222,252,11,1,4470,162
273,2019704,38,15,7,7826,5012
274,2020522,809,21,3,3588,1548
275,2019021,603,35,3,24633,2352
276,2018814,453,1,9,36369,7227
277,2020116,100,32,4,38212,3960
278,2018120,309,50,5,45280,4580
279,2019318,423,23,8,51256,6864
280,2018729,305,10,5,14315,2440
281,2020824,608,25,5,22300,3885
282,2020223,545,26,5,24830,3720
283,2019303,974,27,2,16658,170
284,2020424,280,40,10,72450,9150
285,2018816,876,31,5,21015,4655
286,2019427,368,42,5,31005,2200
287,2019522,991,42,9,55809,3960
288,2020711,766,43,8,75536,7352
289,2018229,918,17,1,6338,417
290,2018020,853,50,4,36224,3664
291,2017209,673,38,5,46325,1415
292,2020815,33,26,6,29796,4464
293,2017615,894,14,3,24660,72
294,2018118,403,45,10,35500,1090
295,2019120,416,2,7,10955,3150
296,2017707,186,48,2,9712,484
297,2017810,42,44,5,19495,220
298,2020116,956,46,3,8169,111
299,2017802,915,27,6,49974,510
300,2019601,677,1,3,12123,2409
301,2018129,926,24,4,40120,2544
302,2017816,328,10,5,14315,2440
303,2019701,755,11,9,40230,1458
304,2019809,107,14,8,65760,192
305,2016928,544,17,5,31690,2085
306,2017115,627,42,3,18603,1320
307,2018312,748,3,1,2138,381
308,2019313,483,28,7,6433,4214
309,2017920,73,1,7,28287,5621
310,2018106,694,42,9,55809,3960
311,2019417,75,30,2,18392,836
312,2018828,147,47,9,72918,1953
313,2019021,110,48,3,14568,726
314,2017523,436,45,7,24850,763
315,2016921,273,37,9,80262,3222
316,2017101,124,47,2,16204,434
317,2020608,611,23,1,6407,858
318,2018112,17,7,8,32072,6496
319,2018909,796,26,2,9932,1488
320,2017207,960,29,2,4624,1230
321,2017928,154,42,4,24804,1760
322,2019221,75,6,2,11736,1146
323,2019120,913,38,4,37060,1132
324,2018226,337,4,9,25002,7308
325,2017804,56,14,9,73980,216
326,2017720,749,43,6,56652,5514
327,2017326,996,16,1,9551,989
328,2020627,281,32,1,9553,990
329,2020027,311,3,2,4276,762
330,2018330,801,16,1,9551,989
331,2017213,511,27,3,24987,255
332,2017829,59,35,7,57477,5488
333,2018205,736,18,9,53991,90
334,2018404,655,10,8,22904,3904
335,2020531,874,19,8,72976,4864
336,2018829,822,2,5,7825,2250
337,2019805,637,29,6,13872,3690
338,2017911,710,37,3,26754,1074
339,2019220,615,19,7,63854,4256
340,2020114,276,9,9,80739,3222
341,2019411,215,43,7,66094,6433
342,2018420,998,29,7,16184,4305
343,2018925,583,6,8,46944,4584
344,2017201,557,17,9,57042,3753
345,2019212,42,23,1,6407,858
346,2020229,583,49,10,3480,2430
347,2018324,443,18,10,59990,100
348,2020116,975,41,8,21320,1776
349,2020207,659,48,10,48560,2420
350,2017705,970,18,8,47992,80
351,2018231,443,29,8,18496,4920
352,2020019,903,35,8,65688,6272
353,2019027,795,18,10,59990,100
354,2018225,197,48,1,4856,242
355,2017118,10,31,9,37827,8379
356,2018505,357,5,6,35142,1344
357,2018930,516,48,1,4856,242
358,2019104,250,42,4,24804,1760
359,2018225,429,42,6,37206,2640
360,2019427,898,27,9,74961,765
361,2019517,417,33,8,69248,56
362,2019512,784,4,7,19446,5684
363,2019527,857,31,5,21015,4655
364,2017122,138,24,4,40120,2544
365,2017413,196,32,7,66871,6930
366,2020622,9,38,6,55590,1698
367,2018311,516,39,5,50685,2040
368,2018821,403,46,1,2723,37
369,2019223,575,39,7,70959,2856
370,2017129,330,8,2,8148,1942
371,2019424,433,39,7,70959,2856
372,2020227,341,29,1,2312,615
373,2019209,296,46,9,24507,333
374,2019228,79,38,1,9265,283
375,2020117,527,47,8,64816,1736
376,2019625,662,28,1,919,602
377,2018101,92,31,4,16812,3724
378,2018701,934,23,3,19221,2574
379,2019421,23,31,7,29421,6517
380,2017403,755,43,2,18884,1838
381,2018610,838,17,7,44366,2919
382,2017728,874,46,10,27230,370
383,2019216,904,38,4,37060,1132
384,2019807,244,6,8,46944,4584
385,2018216,378,19,1,9122,608
386,2018001,981,9,8,71768,2864
387,2019106,784,7,8,32072,6496
388,2018709,267,18,6,35994,60
389,2018828,639,20,8,33472,3720
390,2019209,165,39,7,70959,2856
391,2017619,527,21,1,1196,516
392,2017607,766,43,4,37768,3676
393,2018531,375,5,6,35142,1344
394,2018315,121,31,2,8406,1862
395,2019221,916,11,6,26820,972
396,2019106,254,46,4,10892,148
397,2020510,424,42,9,55809,3960
398,2017129,608,7,6,24054,4872
399,2018226,464,44,9,35091,396
400,2017312,921,49,3,1044,729
401,2020313,561,2,10,15650,4500
402,2017413,738,43,6,56652,5514
403,2019225,376,41,7,18655,1554
404,2018202,422,43,2,18884,1838
405,2017801,980,41,5,13325,1110
406,2020831,942,41,5,13325,1110
407,2020229,847,28,8,7352,4816
408,2020901,388,30,10,91960,4180
409,2020409,453,42,9,55809,3960
410,2017729,174,18,4,23996,40
411,2019902,539,29,10,23120,6150
412,2020806,159,9,8,71768,2864
413,2017410,471,34,4,8940,3528
414,2018126,707,45,4,14200,436
415,2020103,793,29,5,11560,3075
416,2018018,266,37,9,80262,3222
417,2019620,490,19,4,36488,2432
418,2020223,124,26,3,14898,2232
419,2019313,925,33,2,17312,14
420,2020228,37,7,2,8018,1624
421,2018710,901,32,10,95530,9900
422,2019116,350,1,8,32328,6424
423,2017921,612,48,2,9712,484
424,2020213,269,26,1,4966,744
425,2019908,118,27,7,58303,595
426,2018301,750,2,7,10955,3150
427,2018624,295,3,8,17104,3048
428,2019721,339,1,4,16164,3212
429,2020622,997,1,10,40410,8030
430,2020324,131,10,2,5726,976
431,2018921,467,25,6,26760,4662
432,2019723,971,19,2,18244,1216
433,2018814,174,49,2,696,486
434,2017112,34,10,7,20041,3416
435,2017817,140,36,3,12057,888
436,2018905,376,31,9,37827,8379
437,2020814,735,15,3,3354,2148
438,2017016,73,49,3,1044,729
439,2020114,568,30,1,9196,418
440,2018107,336,12,5,5275,500
441,2019321,189,8,7,28518,6797
442,2018324,713,27,7,58303,595
443,2018921,526,24,5,50150,3180
444,2020102,430,15,10,11180,7160
445,2017929,760,17,7,44366,2919
446,2018916,116,14,8,65760,192
447,2017811,866,38,5,46325,1415
448,2020411,628,34,9,20115,7938
449,2020503,949,27,7,58303,595
450,2020011,465,20,3,12552,1395
451,2019216,179,11,1,4470,162
452,2020127,97,31,5,21015,4655
453,2018215,816,20,4,16736,1860
454,2018628,332,19,9,82098,5472
455,2020815,225,43,2,18884,1838
456,2018214,720,36,3,12057,888
457,2019919,216,3,5,10690,1905
458,2017902,439,35,3,24633,2352
459,2017106,628,41,8,21320,1776
460,2016924,587,30,1,9196,418
461,2019225,948,30,5,45980,2090
462,2019116,484,38,4,37060,1132
463,2020624,665,11,1,4470,162
464,2019803,438,40,9,65205,8235
465,2017804,980,39,3,30411,1224
466,2020103,570,11,10,44700,1620
467,2017405,358,40,9,65205,8235
468,2017629,583,30,3,27588,1254
469,2020308,945,13,3,30711,1884
470,2017222,937,40,4,28980,3660
471,2017916,525,15,2,2236,1432
472,2018229,900,8,6,24444,5826
473,2018211,939,23,9,57663,7722
474,2020804,183,21,6,7176,3096
475,2017618,104,7,10,40090,8120
476,2017804,956,43,7,66094,6433
477,2020531,737,3,1,2138,381
478,2019209,467,29,5,11560,3075
479,2019027,322,4,3,8334,2436
480,2019630,129,38,10,92650,2830
481,2019106,412,5,5,29285,1120
482,2020423,831,11,1,4470,162
483,2017624,240,10,6,17178,2928
484,2017410,724,37,7,62426,2506
485,2018114,279,20,7,29288,3255
486,2020103,415,7,7,28063,5684
487,2019010,421,50,1,9056,916
488,2020211,563,8,3,12222,2913
489,2017815,200,12,10,10550,1000
490,2019625,47,3,8,17104,3048
491,2018229,188,20,3,12552,1395
492,2020711,974,16,3,28653,2967
493,2020829,11,27,1,8329,85
494,2017531,686,42,7,43407,3080
495,2018410,20,44,10,38990,440
496,2020002,712,8,8,32592,7768
497,2018315,654,21,8,9568,4128
498,2019125,374,46,5,13615,185
499,2018101,65,9,9,80739,3222
500,2019906,363,33,4,34624,28
501,2018824,319,6,5,29340,2865
502,2018225,644,47,7,56714,1519
503,2018510,711,41,8,21320,1776
504,2017107,561,31,8,33624,7448
505,2017226,109,32,6,57318,5940
506,2020322,624,16,4,38204,3956
507,2017504,994,6,7,41076,4011
508,2018521,660,21,6,7176,3096
509,2017815,710,26,3,14898,2232
510,2020125,340,3,8,17104,3048
511,2019525,607,11,2,8940,324
512,2018202,514,49,7,2436,1701
513,2020227,477,46,7,19061,259
514,2017111,337,43,7,66094,6433
515,2020620,989,28,4,3676,2408
516,2017409,456,8,7,28518,6797
517,2018231,303,24,8,80240,5088
518,2019417,317,18,9,53991,90
519,2017211,216,34,10,22350,8820
520,2018213,758,2,7,10955,3150
521,2017025,90,48,9,43704,2178
522,2020203,730,45,8,28400,872
523,2016917,379,50,6,54336,5496
524,2017716,499,50,7,63392,6412
525,2018123,201,22,1,655,204
526,2017126,809,40,8,57960,7320
527,2018524,960,7,2,8018,1624
528,2018813,757,42,1,6201,440
529,2018501,136,20,8,33472,3720
530,2018108,771,8,8,32592,7768
531,2020124,14,17,4,25352,1668
532,2020020,975,45,6,21300,654
533,2020321,363,28,9,8271,5418
534,2020801,400,31,1,4203,931
535,2017101,778,28,1,919,602
536,2019801,523,28,5,4595,3010
537,2017609,453,9,3,26913,1074
538,2017108,920,34,9,20115,7938
539,2019908,626,24,3,30090,1908
540,2017102,903,48,9,43704,2178
541,2017310,311,15,4,4472,2864
542,2019113,362,36,8,32152,2368
543,2017819,859,18,6,35994,60
544,2018002,441,39,5,50685,2040
545,2020718,381,41,6,15990,1332
546,2019213,458,35,3,24633,2352
547,2019725,438,8,3,12222,2913
548,2017502,639,49,4,1392,972
549,2020713,52,12,2,2110,200
550,2019916,650,40,8,57960,7320
551,2018215,324,48,8,38848,1936
552,2018707,393,24,2,20060,1272
553,2017116,734,49,5,1740,1215
554,2020807,762,33,1,8656,7
555,2018122,686,36,6,24114,1776
556,2019105,636,20,6,25104,2790
557,2019601,321,12,5,5275,500
558,2017409,392,15,4,4472,2864
559,2017831,225,45,6,21300,654
560,2018203,23,27,9,74961,765
561,2020510,516,6,3,17604,1719
562,2020721,231,33,2,17312,14
563,2018310,129,28,10,9190,6020
564,2019516,816,15,4,4472,2864
565,2019917,229,23,8,51256,6864
566,2017608,489,14,3,24660,72
567,2018126,83,35,9,73899,7056
568,2020527,761,18,7,41993,70
569,2018708,494,26,2,9932,1488
570,2020302,359,13,10,102370,6280
571,2019810,444,18,3,17997,30
572,2019811,226,37,8,71344,2864
573,2017407,202,17,8,50704,3336
574,2017320,196,26,7,34762,5208
575,2017407,316,2,10,15650,4500
576,2017514,768,14,9,73980,216
577,2018228,316,45,6,21300,654
578,2018003,982,23,5,32035,4290
579,2019021,80,44,7,27293,308
580,2020108,507,12,1,1055,100
581,2018406,112,33,4,34624,28
582,2020814,74,39,9,91233,3672
583,2018930,16,46,6,16338,222
584,2017229,979,46,6,16338,222
585,2018024,482,11,9,40230,1458
586,2018625,999,41,5,13325,1110
587,2017920,313,2,5,7825,2250
588,2018329,529,43,5,47210,4595
589,2017026,179,2,2,3130,900
590,2020120,100,45,5,17750,545
591,2019919,763,3,1,2138,381
592,2020328,580,33,8,69248,56
593,2018730,485,42,9,55809,3960
594,2019329,473,24,6,60180,3816
595,2020410,952,48,1,4856,242
596,2020827,456,37,6,53508,2148
597,2019926,971,20,9,37656,4185
598,2018002,781,24,3,30090,1908
599,2019016,591,27,7,58303,595
600,2019618,185,11,5,22350,810
601,2019421,151,34,3,6705,2646
602,2017602,882,8,4,16296,3884
603,2020228,522,10,6,17178,2928
604,2017720,655,50,6,54336,5496
605,2018412,21,42,4,24804,1760
606,2017107,654,32,4,38212,3960
607,2020508,514,17,1,6338,417
608,2018105,209,30,7,64372,2926
609,2019830,762,5,3,17571,672
610,2018614,161,21,5,5980,2580
611,2020008,626,40,4,28980,3660
612,2019025,999,32,3,28659,2970
613,2020123,409,49,3,1044,729
614,2020325,141,7,7,28063,5684
615,2020222,245,14,8,65760,192
616,2019120,368,20,6,25104,2790
617,2017622,49,38,6,55590,1698
618,2018217,655,29,6,13872,3690
619,2018119,67,8,4,16296,3884
620,2020323,225,50,10,90560,9160
621,2018530,132,42,2,12402,880
622,2017917,52,31,8,33624,7448
623,2018907,988,50,9,81504,8244
624,2017214,402,30,6,55176,2508
625,2020823,353,14,7,57540,168
626,2018714,600,15,7,7826,5012
627,2019720,693,42,6,37206,2640
628,2018004,841,14,7,57540,168
629,2019102,302,33,10,86560,70
630,2018303,799,33,1,8656,7
631,2017118,811,7,6,24054,4872
632,2019011,285,19,5,45610,3040
633,2019727,466,32,2,19106,1980
634,2017830,782,2,6,9390,2700
635,2019517,28,27,2,16658,170
636,2020408,951,46,10,27230,370
637,2016906,133,42,6,37206,2640
638,2017223,322,19,5,45610,3040
639,2019530,235,17,8,50704,3336
640,2017320,389,13,5,51185,3140
641,2018311,97,42,8,49608,3520
642,2017824,315,27,9,74961,765
643,2018308,664,40,6,43470,5490
644,2018127,465,11,9,40230,1458
645,2019527,169,17,7,44366,2919
646,2018025,77,44,8,31192,352
647,2019117,7,5,6,35142,1344
648,2019317,448,15,1,1118,716
649,2017304,870,48,7,33992,1694
650,2019513,429,35,10,82110,7840
651,2018501,124,12,5,5275,500
652,2019127,941,13,10,102370,6280
653,2017419,726,22,4,2620,816
654,2020508,608,18,9,53991,90
655,2019016,333,29,5,11560,3075
656,2018704,19,18,8,47992,80
657,2016928,234,40,4,28980,3660
658,2018624,75,34,1,2235,882
659,2018111,494,5,6,35142,1344
660,2017204,710,44,9,35091,396
661,2017911,689,33,6,51936,42
662,2019428,602,41,1,2665,222
663,2020613,275,36,10,40190,2960
664,2018610,965,47,10,81020,2170
665,2020318,586,50,5,45280,4580
666,2019111,618,23,2,12814,1716
667,2020416,900,20,4,16736,1860
668,2020102,966,11,3,13410,486
669,2018724,980,46,6,16338,222
670,2017503,295,27,10,83290,850
671,2018410,36,23,1,6407,858
672,2019216,215,20,4,16736,1860
673,2018503,626,8,1,4074,971
674,2019124,113,48,2,9712,484
675,2020315,868,36,7,28133,2072
676,2019803,729,5,2,11714,448
677,2017326,519,16,1,9551,989
678,2017004,548,18,10,59990,100
679,2019203,925,4,10,27780,8120
680,2018217,18,42,5,31005,2200
681,2020311,62,27,2,16658,170
682,2018230,361,6,10,58680,5730
683,2020423,896,45,10,35500,1090
684,2017829,79,6,4,23472,2292
685,2020114,526,23,9,57663,7722
686,2017313,847,5,3,17571,672
687,2020429,749,20,1,4184,465
688,2020026,428,8,2,8148,1942
689,2019625,742,47,7,56714,1519
690,2020427,636,23,7,44849,6006
691,2017031,173,48,1,4856,242
692,2020127,171,40,4,28980,3660
693,2020803,612,7,9,36081,7308
694,2018011,36,36,3,12057,888
695,2019113,50,24,5,50150,3180
696,2017713,8,23,9,57663,7722
697,2020729,707,27,1,8329,85
698,2018829,221,46,7,19061,259
699,2018908,858,29,6,13872,3690
700,2020307,677,12,9,9495,900
701,2019108,529,22,3,1965,612
702,2018629,240,28,3,2757,1806
703,2019130,694,39,1,10137,408
704,2018323,327,50,4,36224,3664
705,2018017,776,18,1,5999,10
706,2019131,156,25,5,22300,3885
707,2020117,279,30,5,45980,2090
708,2017221,4,28,3,2757,1806
709,2017827,355,2,8,12520,3600
710,2018615,487,50,2,18112,1832
711,2019418,662,38,6,55590,1698
712,2018319,213,8,8,32592,7768
713,2020624,910,11,2,8940,324
714,2018402,23,34,9,20115,7938
715,2018619,404,44,8,31192,352
716,2017320,947,40,9,65205,8235
717,2017516,915,45,3,10650,327
718,2017219,696,7,7,28063,5684
719,2018126,486,36,8,32152,2368
720,2017204,915,6,2,11736,1146
721,2017430,859,38,8,74120,2264
722,2020017,119,8,6,24444,5826
723,2019515,1000,31,4,16812,3724
724,2018013,156,30,9,82764,3762
725,2018703,567,32,1,9553,990
726,2017114,747,49,8,2784,1944
727,2019220,709,9,9,80739,3222
728,2020317,237,38,7,64855,1981
729,2017611,251,29,4,9248,2460
730,2018217,284,41,9,23985,1998
731,2020119,133,37,9,80262,3222
732,2019121,414,31,9,37827,8379
733,2018821,962,1,8,32328,6424
734,2020209,142,30,7,64372,2926
735,2019004,70,39,2,20274,816
736,2018209,899,10,2,5726,976
737,2019101,681,31,5,21015,4655
738,2020822,678,22,5,3275,1020
739,2017209,275,33,3,25968,21
740,2018005,948,6,4,23472,2292
741,2020113,565,32,8,76424,7920
742,2019627,517,4,7,19446,5684
743,2018624,540,1,9,36369,7227
744,2018526,495,41,5,13325,1110
745,2017126,285,6,8,46944,4584
746,2019531,442,11,1,4470,162
747,2019110,393,26,7,34762,5208
748,2018221,976,48,9,43704,2178
749,2018908,505,25,7,31220,5439
750,2019720,713,37,5,44590,1790
751,2017127,614,28,9,8271,5418
752,2019607,53,29,8,18496,4920
753,2017725,555,36,4,16076,1184
754,2017406,111,10,9,25767,4392
755,2017124,106,50,4,36224,3664
756,2018108,203,12,3,3165,300
757,2020203,544,47,7,56714,1519
758,2020418,918,19,4,36488,2432
759,2019429,228,36,4,16076,1184
760,2019512,851,1,4,16164,3212
761,2018406,820,1,10,40410,8030
762,2020330,53,14,8,65760,192
763,2016913,555,5,10,58570,2240
764,2019318,848,6,3,17604,1719
765,2020226,732,36,10,40190,2960
766,2017404,71,45,6,21300,654
767,2020521,720,14,7,57540,168
768,2019215,621,13,9,92133,5652
769,2018030,611,48,9,43704,2178
770,2020613,48,36,4,16076,1184
771,2018720,82,25,8,35680,6216
772,2018010,949,23,3,19221,2574
773,2018508,964,44,4,15596,176
774,2017715,858,14,9,73980,216
775,2018202,524,46,5,13615,185
776,2018006,349,42,6,37206,2640
777,2017425,45,46,10,27230,370
778,2020725,105,50,8,72448,7328
779,2018105,35,2,1,1565,450
780,2020223,534,7,2,8018,1624
781,2017227,595,16,4,38204,3956
782,2020325,336,31,1,4203,931
783,2020731,79,4,7,19446,5684
784,2019130,957,37,1,8918,358
785,2020215,431,14,1,8220,24
786,2017519,693,22,5,3275,1020
787,2019826,615,42,7,43407,3080
788,2020903,973,49,10,3480,2430
789,2018515,37,45,2,7100,218
790,2019624,476,31,2,8406,1862
