BillDetailID,OrderDate,CustomerID,ProductID,OrderQty
172,2020-06-20,10,21,5
173,2016-10-20,15,9,9
174,2020-01-31,20,17,4
175,2020-05-16,7,11,3
176,2018-01-26,16,5,4
177,2020-03-15,3,3,9
178,2020-04-09,19,17,8
179,2018-10-05,16,19,2
180,2019-05-20,9,14,4
181,2017-05-12,7,17,7
182,2017-12-07,20,10,9
183,2018-05-15,22,12,10
184,2018-11-01,5,16,8
185,2017-08-27,8,12,5
186,2017-04-04,29,15,6
187,2017-06-15,10,8,1
188,2018-09-30,14,13,8
189,2016-12-18,11,12,9
190,2017-12-31,13,13,9
191,2017-07-04,12,17,9
192,2017-11-01,26,18,3
193,2019-09-03,5,19,2
194,2019-01-02,17,13,10
195,2016-09-30,6,12,8
196,2019-06-13,29,10,9
197,2019-08-17,28,4,2
198,2019-03-06,29,14,10
199,2019-02-04,15,6,7
200,2019-02-03,2,9,6
201,2020-05-13,9,7,5
202,2020-05-06,29,14,8
203,2020-02-21,13,17,9
204,2017-05-17,21,19,10
205,2018-09-24,11,6,3
206,2018-10-31,13,15,8
207,2017-07-01,13,15,5
208,2020-06-02,4,20,9
209,2020-03-17,2,17,6
210,2017-06-21,12,7,7
211,2019-06-26,29,1,9
212,2018-06-24,6,8,4
213,2017-01-21,26,11,4
214,2016-12-06,17,20,8
215,2018-12-27,18,18,3
216,2019-06-18,29,16,4
217,2019-01-04,12,16,8
218,2019-08-08,27,16,4
219,2018-12-01,14,6,10
220,2017-01-29,24,22,1
221,2020-08-11,5,6,6
222,2019-09-17,22,2,7
223,2017-05-06,15,15,2
224,2018-03-19,8,1,5
225,2017-11-11,14,10,10
226,2019-08-24,24,8,8
227,2017-07-08,29,3,10
228,2016-11-12,7,8,10
229,2019-02-26,20,13,6
230,2017-12-19,25,10,7
231,2019-12-29,14,6,8
232,2020-01-29,18,22,10
233,2020-04-27,9,5,3
234,2017-09-06,1,1,3
235,2020-02-05,12,13,2
236,2020-07-23,22,4,3
237,2018-12-21,19,16,2
238,2020-04-15,28,23,4
239,2017-04-25,3,7,7
240,2018-07-03,16,2,10
241,2017-03-27,16,10,8
242,2020-01-24,3,4,3
243,2018-06-29,15,20,7
244,2017-03-20,5,11,6
245,2019-11-30,5,23,4
246,2018-10-25,12,7,10
247,2019-10-01,28,2,7
248,2019-04-11,28,1,5
249,2017-07-07,2,4,3
250,2020-07-16,18,18,8
251,2019-03-04,13,10,5
252,2018-10-30,30,12,1
253,2020-01-01,18,4,9
254,2018-12-24,10,5,9
255,2017-03-30,23,15,9
256,2018-11-03,28,19,7
257,2018-12-07,6,12,1
258,2017-06-29,1,11,9
259,2019-09-07,27,3,3
260,2019-03-03,30,10,1
261,2020-08-01,3,6,9
262,2018-09-08,2,23,4
263,2017-04-01,25,22,5
264,2018-04-13,11,18,2
265,2017-11-01,26,4,10
266,2019-11-25,13,22,7
267,2018-07-14,1,1,5
268,2020-05-29,23,12,10
269,2020-03-25,5,6,5
270,2017-07-05,8,10,7
271,2017-04-17,9,21,1
272,2020-08-05,6,14,7
273,2019-03-14,17,8,10
274,2017-10-21,30,16,6
275,2018-01-28,27,21,6
276,2018-11-10,22,20,2
277,2020-03-18,27,2,10
278,2018-01-31,6,12,10
279,2019-11-22,29,23,7
280,2020-07-12,7,7,3
281,2020-05-29,11,20,9
282,2019-12-01,2,5,4
283,2017-01-21,19,11,9
284,2016-12-31,24,15,8
285,2019-03-10,27,13,2
286,2017-09-10,2,16,8
287,2019-11-08,6,12,4
288,2019-08-09,8,16,6
289,2017-07-08,13,2,4
290,2017-10-30,12,23,5
291,2020-01-19,20,21,10
292,2018-09-18,29,15,5
293,2017-10-11,29,13,8
294,2017-09-29,9,12,9
295,2017-06-07,10,13,5
296,2018-04-30,7,22,3
297,2018-04-07,18,6,4
298,2019-04-14,2,2,8
299,2018-05-14,22,10,6
300,2018-12-31,27,6,5
301,2017-12-10,23,15,6
302,2017-03-31,27,16,1
303,2020-04-18,5,4,7
304,2020-02-02,10,14,5
305,2017-11-01,8,4,7
306,2018-01-16,30,3,9
307,2020-05-12,28,2,9
308,2017-06-15,10,20,5
309,2016-10-24,12,9,8
310,2017-05-28,13,23,3
311,2019-02-04,7,16,1
312,2017-01-08,10,1,1
313,2019-05-07,19,23,7
314,2020-04-03,18,9,4
315,2019-11-02,30,3,7
316,2018-06-08,23,4,2
317,2017-09-10,13,18,5
318,2018-07-29,26,15,7
319,2017-06-19,15,21,6
320,2020-07-03,21,14,2
321,2018-05-12,17,14,1
322,2017-12-21,28,14,2
323,2020-06-22,30,19,1
324,2016-12-22,29,16,8
325,2020-07-19,9,9,10
326,2016-10-01,2,10,7
327,2017-12-27,16,6,1
328,2018-05-23,23,8,3
329,2018-03-08,8,19,8
330,2019-10-09,21,18,1
331,2018-11-05,16,12,10
332,2020-06-01,4,3,5
333,2019-08-18,30,5,9
334,2017-06-24,10,2,8
335,2017-01-30,10,12,8
336,2017-10-22,17,3,6
337,2019-11-22,3,6,5
338,2019-08-02,28,23,10
339,2019-03-27,2,18,5
340,2020-04-13,15,2,2
341,2018-12-03,23,12,9
342,2016-12-08,11,20,1
343,2016-11-06,28,13,5
344,2017-08-17,24,3,3
345,2018-08-28,14,13,6
346,2018-08-23,17,15,6
347,2017-09-05,9,14,1
348,2018-03-01,19,2,1
349,2018-04-06,28,12,4
350,2019-03-16,5,18,3
351,2020-06-27,29,17,4
352,2020-01-26,20,13,10
353,2018-08-01,15,22,6
354,2017-07-29,20,16,2
355,2020-08-22,5,1,8
356,2017-10-11,11,18,2
357,2017-03-25,22,8,7
358,2019-12-18,16,13,2
359,2020-08-12,16,1,6
360,2019-08-25,28,14,4
361,2017-02-17,9,11,3
362,2018-07-30,29,11,1
363,2018-11-30,28,3,6
364,2017-05-27,5,21,2
365,2018-02-01,29,17,6
366,2016-10-12,22,4,8
367,2017-08-11,4,15,1
368,2018-01-06,13,2,4
369,2018-12-29,2,21,2
370,2018-11-08,1,18,10
371,2018-08-10,5,3,1
372,2018-07-31,28,5,4
373,2019-09-28,25,8,2
374,2017-12-16,11,8,8
375,2017-02-03,1,9,7
376,2017-09-20,1,6,6
377,2020-06-28,13,12,5
378,2018-06-03,9,23,5
379,2018-04-03,21,14,7
380,2018-11-18,9,15,1
381,2018-08-23,26,21,9
382,2017-09-27,3,7,2
383,2019-12-13,18,8,10
384,2018-10-02,21,11,9
385,2018-06-07,23,9,2
386,2018-03-25,5,9,7
387,2018-12-16,15,5,6
388,2017-11-18,15,3,10
389,2017-02-12,7,18,9
390,2018-01-07,9,14,2
391,2017-12-09,21,22,5
392,2019-03-16,2,11,3
393,2018-11-21,8,20,5
394,2020-02-20,18,13,6
395,2018-11-27,18,23,2
396,2016-12-14,22,15,7
397,2017-01-11,17,10,9
398,2019-08-05,13,2,4
399,2018-10-23,21,13,7
400,2016-12-01,20,10,3
401,2019-05-09,2,14,4
402,2016-09-11,22,15,5
403,2017-10-23,20,5,6
404,2018-04-23,18,9,3
405,2018-08-07,12,8,6
406,2019-09-30,29,21,10
407,2019-01-17,12,15,7
408,2019-10-14,26,21,5
409,2017-07-02,9,23,5
410,2017-09-16,29,12,4
411,2017-01-22,11,23,1
412,2019-05-27,24,6,3
413,2018-02-08,30,6,8
414,2019-09-17,28,1,4
415,2017-05-14,25,8,3
416,2018-05-14,9,12,9
417,2019-09-29,23,20,9
418,2019-11-05,23,12,1
419,2020-07-31,23,15,3
420,2016-10-07,28,3,1
421,2018-08-02,8,22,7
422,2018-09-19,4,20,10
423,2019-09-03,30,9,3
424,2020-03-15,21,10,7
425,2017-07-21,20,15,7
426,2018-01-24,29,13,5
427,2020-02-20,16,6,6
428,2018-08-11,2,18,10
429,2018-07-15,13,1,7
430,2019-02-26,30,14,7
431,2019-01-30,25,4,7
432,2019-02-08,25,15,2
433,2018-07-17,5,2,7
434,2019-09-07,23,23,9
435,2020-03-13,6,14,10
436,2017-01-14,29,13,2
437,2020-01-12,22,12,10
438,2018-02-10,25,16,8
439,2016-11-15,29,10,2
440,2019-11-28,21,22,8
441,2019-03-25,3,22,1
442,2019-04-16,7,5,3
443,2017-07-02,10,21,9
444,2020-06-09,10,1,9
445,2017-10-21,23,4,8
446,2018-09-07,2,8,4
447,2020-03-13,3,2,7
448,2016-12-29,8,6,5
449,2016-10-14,3,11,7
450,2018-02-16,29,3,9
451,2016-12-02,8,4,6
452,2020-02-23,5,20,6
453,2018-02-23,22,21,2
454,2016-09-18,15,12,10
455,2017-10-26,4,12,6
456,2019-08-06,3,20,9
457,2017-07-09,19,21,9
458,2019-01-28,18,21,6
459,2019-01-10,16,8,10
460,2018-10-15,19,10,9
461,2018-10-10,10,20,10
462,2017-12-27,30,5,1
463,2018-10-28,25,17,2
464,2020-03-18,20,1,1
465,2018-04-25,21,1,7
466,2017-06-10,28,20,1
467,2017-08-29,11,14,9
468,2019-06-02,12,2,10
469,2018-08-26,6,2,4
470,2019-09-02,14,1,8
471,2019-05-27,18,10,9
472,2019-04-10,28,15,7
473,2017-08-24,21,3,2
474,2019-11-10,4,19,9
475,2017-06-08,15,16,6
476,2016-10-29,17,4,4
477,2020-07-21,1,14,6
478,2018-10-17,23,3,7
479,2016-10-08,6,14,4
480,2020-08-19,17,16,5
481,2018-12-01,9,11,5
482,2020-03-28,15,11,7
483,2019-11-26,23,19,8
484,2020-03-17,7,23,3
485,2016-12-17,29,9,9
486,2018-10-10,19,4,8
487,2020-03-03,3,6,4
488,2017-04-26,14,21,10
489,2019-08-01,21,19,4
490,2016-09-10,29,16,2
491,2019-11-18,13,1,4
492,2019-06-03,3,1,9
493,2019-02-19,1,15,8
494,2017-09-19,18,7,1
495,2019-04-01,6,23,10
496,2019-05-03,2,2,3
497,2019-04-28,3,8,2
498,2019-10-15,2,22,3
499,2018-11-03,13,10,8
500,2020-04-04,29,23,10
501,2019-01-30,6,3,1
502,2017-06-30,4,20,9
503,2018-12-18,3,10,5
504,2020-01-08,14,9,3
505,2018-02-23,22,5,2
506,2018-03-05,7,14,5
507,2017-09-15,7,8,3
508,2018-08-23,3,5,9
509,2017-02-25,8,14,10
510,2020-04-27,11,12,2
511,2017-06-11,16,22,5
512,2017-04-18,14,17,5
513,2017-10-18,14,10,7
514,2017-03-04,2,18,4
515,2020-06-20,22,3,7
516,2017-11-22,24,2,9
517,2016-09-03,30,20,9
518,2017-02-04,22,19,4
519,2018-03-14,22,10,6
520,2020-05-06,19,14,9
521,2017-07-18,8,14,10
522,2017-02-26,18,16,6
523,2018-06-28,12,12,4
524,2017-07-20,25,5,3
525,2017-06-07,8,18,5
526,2018-06-18,4,21,5
527,2019-05-04,21,21,5
528,2018-03-14,13,19,10
529,2019-12-30,15,6,2
530,2018-11-21,30,9,8
531,2016-10-21,18,21,8
532,2020-04-08,27,13,3
533,2019-11-18,16,17,6
534,2017-02-06,24,18,1
535,2016-11-17,8,18,2
536,2019-07-31,7,7,3
537,2019-08-12,30,5,10
538,2017-02-03,11,14,2
539,2017-06-27,7,20,9
540,2019-01-31,22,11,7
541,2020-08-08,4,14,1
542,2017-11-13,30,18,10
543,2017-01-30,19,11,5
544,2019-01-12,26,13,4
545,2019-09-14,15,14,2
546,2017-06-18,2,22,1
547,2018-06-08,24,8,2
548,2018-05-11,4,2,1
549,2017-02-12,20,11,3
550,2016-10-02,9,1,3
551,2018-07-29,8,23,5
552,2017-09-22,8,16,1
553,2020-04-01,24,3,10
554,2019-04-28,12,20,6
555,2018-02-18,29,1,1
556,2018-12-20,18,8,6
557,2017-11-20,29,9,3
558,2020-04-04,12,6,3
559,2016-09-08,22,22,5
560,2017-11-20,11,21,1
561,2018-06-30,24,22,1
562,2018-11-22,9,4,4
563,2020-07-28,8,4,1
564,2020-05-11,10,23,6
565,2016-12-04,30,23,5
566,2019-03-23,10,17,1
567,2017-04-09,9,18,4
568,2017-11-11,17,4,2
569,2019-05-27,15,8,8
570,2016-11-30,4,4,5
571,2017-07-15,14,12,5
572,2020-08-15,28,19,8
573,2018-04-07,23,2,6
574,2017-07-24,8,21,5
575,2019-05-26,13,6,4
576,2019-04-27,5,5,8
577,2019-02-04,20,14,4
578,2018-07-13,13,18,5
579,2018-03-02,13,8,3
580,2019-02-26,27,18,5
581,2017-08-09,20,6,8
582,2020-04-08,27,4,7
583,2019-06-20,29,3,8
584,2019-08-12,14,3,8
585,2018-04-11,9,2,2
586,2017-02-27,12,10,4
587,2018-02-03,14,16,7
588,2020-03-31,9,14,5
589,2020-05-29,15,12,3
590,2017-03-13,1,2,8
591,2020-07-01,15,8,5
592,2018-02-15,28,6,9
593,2019-04-12,14,15,3
594,2017-12-11,24,6,1
595,2019-04-01,15,7,6
596,2018-06-02,8,17,5
597,2016-12-07,5,15,4
598,2020-02-04,25,15,1
599,2020-03-01,12,17,1
600,2019-02-08,2,16,4
601,2016-10-18,30,23,8
602,2018-02-20,10,4,1
603,2018-03-01,17,11,8
604,2017-04-04,26,21,10
605,2018-04-30,16,15,10
606,2018-12-02,19,18,2
607,2019-05-14,12,6,4
608,2017-08-26,30,5,6
609,2018-12-02,9,6,1
610,2020-07-09,3,9,8
611,2018-06-23,26,7,3
612,2019-09-06,20,15,10
613,2017-08-25,28,8,2
614,2016-12-13,16,22,5
615,2020-03-01,15,14,6
616,2017-08-11,14,12,5
617,2018-09-06,20,19,9
618,2018-10-30,26,11,2
619,2017-11-06,29,9,4
620,2019-02-28,25,14,3
621,2018-05-14,2,7,9
622,2018-02-28,14,9,10
623,2020-03-19,20,2,9
624,2019-03-29,16,13,2
625,2018-01-01,12,1,3
626,2019-01-23,14,7,7
627,2018-10-28,17,12,8
628,2019-01-17,4,1,5
629,2019-09-08,18,10,7
630,2017-07-09,29,9,5
631,2018-12-02,25,16,2
632,2018-02-28,16,3,10
633,2018-05-24,27,20,8
634,2020-04-28,7,5,8
635,2020-01-11,24,21,2
636,2017-08-12,10,18,1
637,2018-04-06,10,23,5
638,2016-12-31,8,1,2
639,2019-10-25,15,6,9
640,2018-02-22,10,18,6
641,2017-09-12,29,18,5
642,2018-07-27,1,2,3
643,2019-03-12,29,21,4
644,2018-07-18,19,21,2
645,2018-06-23,17,20,10
646,2017-01-02,18,1,10
647,2018-08-24,22,2,8
648,2020-08-29,13,19,4
649,2019-04-26,28,5,7
650,2018-05-10,8,23,6
651,2018-05-28,2,3,10
652,2017-02-15,21,20,8
653,2016-12-22,21,19,8
654,2019-03-19,7,9,5
655,2016-10-25,10,3,10
656,2020-04-11,26,23,6
657,2016-10-26,19,10,2
658,2018-12-25,19,2,4
659,2018-03-16,3,9,5
660,2018-06-15,22,11,3
661,2019-05-01,11,11,5
662,2018-04-08,10,22,4
663,2017-03-27,21,13,5
664,2017-01-26,10,8,10
665,2018-02-19,5,17,4
666,2018-08-22,3,1,7
667,2019-03-02,18,4,3
668,2018-01-30,3,19,1
669,2019-09-25,27,15,2
670,2019-07-04,8,7,2
671,2017-01-13,17,22,8
672,2019-03-31,15,12,6
673,2018-09-02,8,10,4
674,2018-06-02,14,13,2
675,2017-05-26,29,13,7
676,2020-05-30,26,6,2
677,2018-08-10,7,21,1
678,2017-10-07,17,4,8
679,2016-09-28,19,11,9
680,2018-06-18,21,10,7
681,2017-07-25,6,22,5
682,2018-04-03,21,3,2
683,2018-02-04,14,13,9
684,2017-05-14,7,1,10
685,2018-05-16,16,12,2
686,2017-12-21,24,21,5
687,2019-10-27,13,20,7
688,2017-09-03,20,9,7
689,2018-04-28,12,16,6
690,2018-04-28,12,19,6
691,2017-03-22,11,17,3
692,2020-03-28,27,21,9
693,2019-04-10,3,8,6
694,2020-06-12,17,13,8
695,2018-10-04,9,3,5
696,2018-11-19,7,22,7
697,2019-04-29,28,5,10
698,2018-11-24,11,8,3
699,2019-06-08,4,22,7
700,2018-03-23,19,18,1
701,2019-07-23,2,21,1
702,2017-11-03,23,18,2
703,2016-11-15,15,2,5
704,2017-09-20,6,19,2
705,2019-11-15,5,19,7
706,2018-11-28,10,8,6
707,2018-11-29,10,4,6
708,2016-12-16,12,20,10
709,2017-12-01,21,18,8
710,2016-11-27,9,14,7
711,2020-06-19,16,21,4
712,2018-11-15,2,12,6
713,2016-11-28,15,13,8
714,2019-09-17,26,12,6
715,2020-02-07,26,12,4
716,2017-04-12,3,4,4
717,2017-03-08,24,16,5
718,2018-03-15,13,17,9
719,2018-01-13,5,10,9
720,2017-06-10,25,3,8
721,2019-11-24,22,9,3
722,2016-12-29,27,9,2
723,2018-09-30,9,18,7
724,2018-10-15,21,2,1
725,2019-08-15,3,14,1
726,2018-07-21,16,19,6
727,2016-12-10,2,17,3
728,2019-11-15,21,11,10
729,2017-05-14,17,20,1
730,2018-01-30,2,11,3
731,2017-07-06,17,4,3
732,2017-05-16,13,4,7
733,2020-03-25,13,6,8
734,2018-12-14,3,11,2
735,2020-08-22,15,23,4
736,2017-02-16,9,6,1
737,2018-02-04,23,8,2
738,2018-12-31,10,8,2
739,2019-09-21,29,20,4
740,2018-08-23,4,21,2
741,2017-11-15,27,21,8
742,2018-11-21,9,17,10
743,2019-05-26,29,16,9
744,2017-07-26,3,1,2
745,2017-02-14,11,22,1
746,2019-10-10,5,23,2
747,2019-12-10,7,2,9
748,2017-07-03,18,18,6
749,2020-05-18,4,5,2
750,2016-10-19,25,12,4
751,2019-10-27,14,15,5
752,2017-10-07,5,14,5
753,2019-06-29,23,23,9
754,2016-10-21,28,23,7
755,2018-02-04,25,20,10
756,2020-07-25,6,5,8
757,2019-08-05,25,14,6
758,2018-02-16,1,7,8
759,2020-06-06,29,1,8
760,2017-11-29,28,15,7
761,2018-12-09,14,15,8
762,2019-02-08,2,6,5
763,2018-07-06,12,7,3
764,2018-07-08,10,10,4
765,2018-04-30,12,7,1
766,2019-02-03,21,8,3
767,2019-11-04,10,10,6
768,2018-06-10,14,23,2
769,2020-06-30,28,14,9
770,2020-06-25,27,21,5
771,2019-02-13,30,22,3
772,2019-08-13,12,18,5
773,2019-01-21,22,11,5
774,2017-05-19,3,3,2
775,2017-12-06,18,13,1
776,2017-01-09,22,20,2
777,2020-04-15,9,11,9
778,2016-11-22,27,1,5
779,2019-05-14,12,7,7
780,2020-02-11,26,7,8
781,2019-12-01,16,16,5
782,2017-12-19,15,1,10
783,2017-01-21,7,17,8
784,2019-12-27,8,21,2
785,2018-09-02,30,16,10
786,2018-01-02,27,16,9
787,2020-02-08,15,5,2
788,2019-01-26,10,12,7
789,2020-01-06,3,23,9
790,2020-05-26,14,19,6
791,2016-09-11,30,4,4
792,2017-12-26,28,8,1
793,2017-04-03,25,8,6
794,2020-04-13,26,18,9
795,2017-11-22,7,23,10
796,2018-02-23,16,17,6
797,2020-07-23,29,5,4
798,2017-09-07,28,7,8
799,2020-07-17,4,21,10
800,2018-12-12,13,19,5
801,2017-12-08,25,5,5
802,2019-06-26,3,9,9
803,2018-07-18,9,2,10
804,2019-08-01,4,12,7
805,2017-10-07,1,21,4
806,2019-10-19,13,20,9
807,2019-12-24,13,14,2
808,2018-12-25,5,4,3
809,2017-08-29,29,12,5
810,2020-03-13,17,3,9
811,2017-12-01,11,16,1
812,2019-09-28,9,17,9
813,2018-08-18,20,11,9
814,2016-09-18,6,21,10
815,2020-08-29,9,19,4
816,2020-05-17,3,1,9
817,2020-07-04,16,14,6
818,2020-02-10,11,10,1
819,2020-07-16,20,6,9
820,2020-02-25,30,11,10
821,2020-03-13,29,5,6
822,2020-07-16,30,11,1
823,2018-07-09,30,2,3
824,2019-03-18,13,21,8
825,2016-10-25,10,12,9
826,2019-07-22,27,1,3
827,2018-06-17,20,3,3
828,2018-06-17,30,9,5
829,2016-12-13,28,10,8
830,2017-07-01,23,1,3
831,2019-01-01,18,7,9
832,2017-07-12,22,14,8
833,2017-03-17,14,16,5
834,2019-03-11,19,14,2
835,2018-03-24,21,10,10
836,2018-01-07,22,7,6
837,2018-04-06,4,9,2
838,2019-10-06,25,13,5
839,2020-06-11,19,19,2
840,2018-02-10,13,5,9
841,2019-12-19,2,2,6
842,2017-03-17,9,1,3
843,2020-03-29,22,9,8
844,2017-11-29,23,6,1
845,2018-09-27,24,7,10
846,2018-01-28,4,4,10
847,2019-03-25,1,12,6
848,2020-07-25,14,15,10
849,2018-09-26,8,14,10
850,2016-09-02,6,22,10
851,2017-04-18,22,19,9
852,2017-06-29,19,16,10
853,2018-10-28,19,13,3
854,2020-06-23,22,15,8
855,2018-07-25,17,6,1
856,2017-10-10,3,2,8
857,2019-05-07,2,7,8
858,2018-05-04,15,6,6
859,2020-07-13,27,21,4
860,2020-02-28,5,16,6
861,2019-11-04,10,4,3
862,2018-01-08,26,11,9
863,2019-05-20,4,5,10
864,2017-06-21,20,19,6
865,2019-12-20,5,9,5
866,2016-12-26,11,12,7
867,2017-10-03,24,16,6
868,2018-06-02,21,13,5
869,2016-11-07,22,4,4
870,2020-07-11,19,11,1
871,2018-05-25,28,12,8
872,2017-10-22,15,2,4
873,2019-01-02,7,15,1
874,2019-05-30,25,20,10
875,2019-07-27,22,10,5
876,2017-05-29,19,15,6
877,2020-08-03,18,10,8
878,2017-02-05,9,13,6
879,2016-12-01,28,9,2
880,2018-12-06,30,4,9
881,2020-03-29,1,14,5
882,2019-07-27,29,17,8
883,2019-01-24,16,11,4
884,2017-08-19,28,15,3
885,2018-01-19,26,15,8
886,2019-12-18,26,3,9
887,2017-07-22,30,1,9
888,2019-03-29,30,22,9
889,2019-12-05,13,11,6
890,2017-02-22,10,11,4
891,2017-08-03,27,1,3
892,2017-03-31,1,1,6
893,2017-12-07,14,20,5
894,2017-09-29,17,6,6
895,2019-03-17,17,9,3
896,2016-09-06,19,15,6
897,2018-09-12,19,16,7
898,2017-01-09,27,5,8
899,2020-06-21,2,17,1
900,2016-09-14,9,7,4
901,2016-12-31,2,5,6
902,2018-03-29,22,15,1
903,2017-07-03,14,20,2
904,2018-02-25,7,2,8
905,2019-04-07,28,21,5
906,2017-03-22,23,20,3
907,2020-07-06,14,7,10
908,2016-10-07,2,11,9
909,2019-09-27,22,12,8
910,2020-03-20,26,21,9
911,2017-07-19,13,7,6
912,2016-09-23,8,23,4
913,2016-10-30,19,20,1
914,2017-04-09,30,9,5
915,2020-01-17,30,16,2
916,2019-01-23,17,5,7
917,2017-11-28,8,9,2
918,2019-07-07,29,19,9
919,2018-07-27,23,1,1
920,2017-07-24,8,16,2
921,2017-03-31,11,12,6
922,2017-07-19,7,8,8
923,2018-06-04,19,9,10
924,2018-02-18,13,15,5
925,2018-12-30,12,5,3
926,2017-12-07,30,16,5
927,2018-05-19,17,23,2
928,2019-02-22,1,15,8
929,2017-12-20,16,6,6
